"","word","freq","first_Nmin1","last","first","first2","first3","second","third","fourth"
"2063","the winner will be announced",2,"the winner will be","announced","the","the winner","the winner will","winner","will","be"
"2064","the world a better place",2,"the world a better","place","the","the world","the world a","world","a","better"
"2065","the world in order to",2,"the world in order","to","the","the world","the world in","world","in","order"
"2066","the wrong place at the",2,"the wrong place at","the","the","the wrong","the wrong place","wrong","place","at"
"2067","them and ye shall have",2,"them and ye shall","have","them","them and","them and ye","and","ye","shall"
"2068","then i realized i was",2,"then i realized i","was","then","then i","then i realized","i","realized","i"
"2069","then will be ready to",2,"then will be ready","to","then","then will","then will be","will","be","ready"
"2070","there are just too many",2,"there are just too","many","there","there are","there are just","are","just","too"
"2071","there are people out there",2,"there are people out","there","there","there are","there are people","are","people","out"
"2072","there are plenty of things",2,"there are plenty of","things","there","there are","there are plenty","are","plenty","of"
"2073","there are so many of",2,"there are so many","of","there","there are","there are so","are","so","many"
"2074","there are two ways of",2,"there are two ways","of","there","there are","there are two","are","two","ways"
"2075","there for me when i",2,"there for me when","i","there","there for","there for me","for","me","when"
"2076","there has been a lot",2,"there has been a","lot","there","there has","there has been","has","been","a"
"2077","there is a reason i",2,"there is a reason","i","there","there is","there is a","is","a","reason"
"2078","there is always next year",2,"there is always next","year","there","there is","there is always","is","always","next"
"2079","there is no easy way",2,"there is no easy","way","there","there is","there is no","is","no","easy"
"2080","there is no path and",2,"there is no path","and","there","there is","there is no","is","no","path"
"2081","there is no place like",2,"there is no place","like","there","there is","there is no","is","no","place"
"2082","there is no way we",2,"there is no way","we","there","there is","there is no","is","no","way"
"2083","there is nothing to do",2,"there is nothing to","do","there","there is","there is nothing","is","nothing","to"
"2084","there is nothing wrong with",2,"there is nothing wrong","with","there","there is","there is nothing","is","nothing","wrong"
"2085","there is simply too much",2,"there is simply too","much","there","there is","there is simply","is","simply","too"
"2086","there was a lot of",2,"there was a lot","of","there","there was","there was a","was","a","lot"
"2087","there will be a next",2,"there will be a","next","there","there will","there will be","will","be","a"
"2088","therefore i say unto you",2,"therefore i say unto","you","therefore","therefore i","therefore i say","i","say","unto"
"2089","they are going to be",2,"they are going to","be","they","they are","they are going","are","going","to"
"2090","they are going to start",2,"they are going to","start","they","they are","they are going","are","going","to"
"2091","they are not going to",2,"they are not going","to","they","they are","they are not","are","not","going"
"2092","they are not the same",2,"they are not the","same","they","they are","they are not","are","not","the"
"2093","they find a way to",2,"they find a way","to","they","they find","they find a","find","a","way"
"2094","they would be willing to",2,"they would be willing","to","they","they would","they would be","would","be","willing"
"2095","thing i want to do",2,"thing i want to","do","thing","thing i","thing i want","i","want","to"
"2096","things soever ye desire when",2,"things soever ye desire","when","things","things soever","things soever ye","soever","ye","desire"
"2097","things that are happening in",2,"things that are happening","in","things","things that","things that are","that","are","happening"
"2098","things we are capable of",2,"things we are capable","of","things","things we","things we are","we","are","capable"
"2099","think it is because i",2,"think it is because","i","think","think it","think it is","it","is","because"
"2100","think it is important to",2,"think it is important","to","think","think it","think it is","it","is","important"
"2101","think it was possible to",2,"think it was possible","to","think","think it","think it was","it","was","possible"
"2102","think this is going to",2,"think this is going","to","think","think this","think this is","this","is","going"
"2103","this is a bit of",2,"this is a bit","of","this","this is","this is a","is","a","bit"
"2104","this is a picture of",2,"this is a picture","of","this","this is","this is a","is","a","picture"
"2105","this is crazy but heres",2,"this is crazy but","heres","this","this is","this is crazy","is","crazy","but"
"2106","this is gonna be a",2,"this is gonna be","a","this","this is","this is gonna","is","gonna","be"
"2107","this is supposed to be",2,"this is supposed to","be","this","this is","this is supposed","is","supposed","to"
"2108","this is to say that",2,"this is to say","that","this","this is","this is to","is","to","say"
"2109","this is why i do",2,"this is why i","do","this","this is","this is why","is","why","i"
"2110","this point i am not",2,"this point i am","not","this","this point","this point i","point","i","am"
"2111","this summer i will be",2,"this summer i will","be","this","this summer","this summer i","summer","i","will"
"2112","this time of the year",2,"this time of the","year","this","this time","this time of","time","of","the"
"2113","this time of year it",2,"this time of year","it","this","this time","this time of","time","of","year"
"2114","this was going to be",2,"this was going to","be","this","this was","this was going","was","going","to"
"2115","this was the first time",2,"this was the first","time","this","this was","this was the","was","the","first"
"2116","this week and next week",2,"this week and next","week","this","this week","this week and","week","and","next"
"2117","those of you who are",2,"those of you who","are","those","those of","those of you","of","you","who"
"2118","those who believe in the",2,"those who believe in","the","those","those who","those who believe","who","believe","in"
"2119","though not all of the",2,"though not all of","the","though","though not","though not all","not","all","of"
"2120","thought about it the more",2,"thought about it the","more","thought","thought about","thought about it","about","it","the"
"2121","thought it was gonna be",2,"thought it was gonna","be","thought","thought it","thought it was","it","was","gonna"
"2122","thought it was kind of",2,"thought it was kind","of","thought","thought it","thought it was","it","was","kind"
"2123","through a hole in the",2,"through a hole in","the","through","through a","through a hole","a","hole","in"
"2124","through the end of the",2,"through the end of","the","through","through the","through the end","the","end","of"
"2125","time and i do not",2,"time and i do","not","time","time and","time and i","and","i","do"
"2126","time i will be back",2,"time i will be","back","time","time i","time i will","i","will","be"
"2127","time of the adoption of",2,"time of the adoption","of","time","time of","time of the","of","the","adoption"
"2128","time of with nike gps",2,"time of with nike","gps","time","time of","time of with","of","with","nike"
"2129","time of year it is",2,"time of year it","is","time","time of","time of year","of","year","it"
"2130","time that i have ever",2,"time that i have","ever","time","time that","time that i","that","i","have"
"2131","time to do it right",2,"time to do it","right","time","time to","time to do","to","do","it"
"2132","time when he was a",2,"time when he was","a","time","time when","time when he","when","he","was"
"2133","time with my best friend",2,"time with my best","friend","time","time with","time with my","with","my","best"
"2134","to a boil lower the",2,"to a boil lower","the","to","to a","to a boil","a","boil","lower"
"2135","to a certain extent but",2,"to a certain extent","but","to","to a","to a certain","a","certain","extent"
"2136","to a great start this",2,"to a great start","this","to","to a","to a great","a","great","start"
"2137","to all my friends at",2,"to all my friends","at","to","to all","to all my","all","my","friends"
"2138","to all my new followers",2,"to all my new","followers","to","to all","to all my","all","my","new"
"2139","to all of you for",2,"to all of you","for","to","to all","to all of","all","of","you"
"2140","to all of you who",2,"to all of you","who","to","to all","to all of","all","of","you"
"2141","to all who came out",2,"to all who came","out","to","to all","to all who","all","who","came"
"2142","to be a lot of",2,"to be a lot","of","to","to be","to be a","be","a","lot"
"2143","to be able to make",2,"to be able to","make","to","to be","to be able","be","able","to"
"2144","to be in new york",2,"to be in new","york","to","to be","to be in","be","in","new"
"2145","to be part of it",2,"to be part of","it","to","to be","to be part","be","part","of"
"2146","to be part of this",2,"to be part of","this","to","to be","to be part","be","part","of"
"2147","to be put in a",2,"to be put in","a","to","to be","to be put","be","put","in"
"2148","to be that kind of",2,"to be that kind","of","to","to be","to be that","be","that","kind"
"2149","to be the highlight of",2,"to be the highlight","of","to","to be","to be the","be","the","highlight"
"2150","to be there for me",2,"to be there for","me","to","to be","to be there","be","there","for"
"2151","to come up with something",2,"to come up with","something","to","to come","to come up","come","up","with"
"2152","to do it in the",2,"to do it in","the","to","to do","to do it","do","it","in"
"2153","to do list this week",2,"to do list this","week","to","to do","to do list","do","list","this"
"2154","to do my hair for",2,"to do my hair","for","to","to do","to do my","do","my","hair"
"2155","to do something for me",2,"to do something for","me","to","to do","to do something","do","something","for"
"2156","to do something you have",2,"to do something you","have","to","to do","to do something","do","something","you"
"2157","to do that i would",2,"to do that i","would","to","to do","to do that","do","that","i"
"2158","to do this for me",2,"to do this for","me","to","to do","to do this","do","this","for"
"2159","to do what it is",2,"to do what it","is","to","to do","to do what","do","what","it"
"2160","to everyone who participated in",2,"to everyone who participated","in","to","to everyone","to everyone who","everyone","who","participated"
"2161","to fall in love with",2,"to fall in love","with","to","to fall","to fall in","fall","in","love"
"2162","to figure things out for",2,"to figure things out","for","to","to figure","to figure things","figure","things","out"
"2163","to find a way to",2,"to find a way","to","to","to find","to find a","find","a","way"
"2164","to get all of the",2,"to get all of","the","to","to get","to get all","get","all","of"
"2165","to get away from you",2,"to get away from","you","to","to get","to get away","get","away","from"
"2166","to get back to the",2,"to get back to","the","to","to get","to get back","get","back","to"
"2167","to get out of bed",2,"to get out of","bed","to","to get","to get out","get","out","of"
"2168","to get out of it",2,"to get out of","it","to","to get","to get out","get","out","of"
"2169","to get rid of the",2,"to get rid of","the","to","to get","to get rid","get","rid","of"
"2170","to get rid of them",2,"to get rid of","them","to","to get","to get rid","get","rid","of"
"2171","to get the look i",2,"to get the look","i","to","to get","to get the","get","the","look"
"2172","to get to know you",2,"to get to know","you","to","to get","to get to","get","to","know"
"2173","to getting to know you",2,"to getting to know","you","to","to getting","to getting to","getting","to","know"
"2174","to go back to sleep",2,"to go back to","sleep","to","to go","to go back","go","back","to"
"2175","to go back to the",2,"to go back to","the","to","to go","to go back","go","back","to"
"2176","to hang out with my",2,"to hang out with","my","to","to hang","to hang out","hang","out","with"
"2177","to have you as a",2,"to have you as","a","to","to have","to have you","have","you","as"
"2178","to hear all about it",2,"to hear all about","it","to","to hear","to hear all","hear","all","about"
"2179","to hit up the pool",2,"to hit up the","pool","to","to hit","to hit up","hit","up","the"
"2180","to join in with the",2,"to join in with","the","to","to join","to join in","join","in","with"
"2181","to list all of the",2,"to list all of","the","to","to list","to list all","list","all","of"
"2182","to make a long story",2,"to make a long","story","to","to make","to make a","make","a","long"
"2183","to make a note of",2,"to make a note","of","to","to make","to make a","make","a","note"
"2184","to make sense of it",2,"to make sense of","it","to","to make","to make sense","make","sense","of"
"2185","to me but now i",2,"to me but now","i","to","to me","to me but","me","but","now"
"2186","to me but that is",2,"to me but that","is","to","to me","to me but","me","but","that"
"2187","to me when you have",2,"to me when you","have","to","to me","to me when","me","when","you"
"2188","to meet you in person",2,"to meet you in","person","to","to meet","to meet you","meet","you","in"
"2189","to miss out on it",2,"to miss out on","it","to","to miss","to miss out","miss","out","on"
"2190","to not be able to",2,"to not be able","to","to","to not","to not be","not","be","able"
"2191","to one of the greatest",2,"to one of the","greatest","to","to one","to one of","one","of","the"
"2192","to our new followers have",2,"to our new followers","have","to","to our","to our new","our","new","followers"
"2193","to put out for the",2,"to put out for","the","to","to put","to put out","put","out","for"
"2194","to say i love you",2,"to say i love","you","to","to say","to say i","say","i","love"
"2195","to say that i will",2,"to say that i","will","to","to say","to say that","say","that","i"
"2196","to see if i can",2,"to see if i","can","to","to see","to see if","see","if","i"
"2197","to see if you were",2,"to see if you","were","to","to see","to see if","see","if","you"
"2198","to see what kind of",2,"to see what kind","of","to","to see","to see what","see","what","kind"
"2199","to see you all again",2,"to see you all","again","to","to see","to see you","see","you","all"
"2200","to see you all there",2,"to see you all","there","to","to see","to see you","see","you","all"
"2201","to see you on twitter",2,"to see you on","twitter","to","to see","to see you","see","you","on"
"2202","to seeing all of you",2,"to seeing all of","you","to","to seeing","to seeing all","seeing","all","of"
"2203","to send it to me",2,"to send it to","me","to","to send","to send it","send","it","to"
"2204","to show me how to",2,"to show me how","to","to","to show","to show me","show","me","how"
"2205","to sit down and write",2,"to sit down and","write","to","to sit","to sit down","sit","down","and"
"2206","to spend so much time",2,"to spend so much","time","to","to spend","to spend so","spend","so","much"
"2207","to take him to the",2,"to take him to","the","to","to take","to take him","take","him","to"
"2208","to take part in the",2,"to take part in","the","to","to take","to take part","take","part","in"
"2209","to take pictures of it",2,"to take pictures of","it","to","to take","to take pictures","take","pictures","of"
"2210","to tell you why i",2,"to tell you why","i","to","to tell","to tell you","tell","you","why"
"2211","to the age of the",2,"to the age of","the","to","to the","to the age","the","age","of"
"2212","to the back of the",2,"to the back of","the","to","to the","to the back","the","back","of"
"2213","to the best of us",2,"to the best of","us","to","to the","to the best","the","best","of"
"2214","to the first round of",2,"to the first round","of","to","to the","to the first","the","first","round"
"2215","to the office of president",2,"to the office of","president","to","to the","to the office","the","office","of"
"2216","to the point of taking",2,"to the point of","taking","to","to the","to the point","the","point","of"
"2217","to washington dc for a",2,"to washington dc for","a","to","to washington","to washington dc","washington","dc","for"
"2218","to your opponents side of",2,"to your opponents side","of","to","to your","to your opponents","your","opponents","side"
"2219","today i do not know",2,"today i do not","know","today","today i","today i do","i","do","not"
"2220","today i might as well",2,"today i might as","well","today","today i","today i might","i","might","as"
"2221","today is my someday will",2,"today is my someday","will","today","today is","today is my","is","my","someday"
"2222","today is the day of",2,"today is the day","of","today","today is","today is the","is","the","day"
"2223","too much attention to what",2,"too much attention to","what","too","too much","too much attention","much","attention","to"
"2224","too much for me to",2,"too much for me","to","too","too much","too much for","much","for","me"
"2225","too so if you need",2,"too so if you","need","too","too so","too so if","so","if","you"
"2226","trip to the grocery store",2,"trip to the grocery","store","trip","trip to","trip to the","to","the","grocery"
"2227","true love as it is",2,"true love as it","is","true","true love","true love as","love","as","it"
"2228","try to make sense of",2,"try to make sense","of","try","try to","try to make","to","make","sense"
"2229","trying to figure it out",2,"trying to figure it","out","trying","trying to","trying to figure","to","figure","it"
"2230","trying to figure out the",2,"trying to figure out","the","trying","trying to","trying to figure","to","figure","out"
"2231","trying to figure out what",2,"trying to figure out","what","trying","trying to","trying to figure","to","figure","out"
"2232","trying to keep up with",2,"trying to keep up","with","trying","trying to","trying to keep","to","keep","up"
"2233","turn off the heat and",2,"turn off the heat","and","turn","turn off","turn off the","off","the","heat"
"2234","turned out to be a",2,"turned out to be","a","turned","turned out","turned out to","out","to","be"
"2235","turned out to be in",2,"turned out to be","in","turned","turned out","turned out to","out","to","be"
"2236","tweets it would mean alot",2,"tweets it would mean","alot","tweets","tweets it","tweets it would","it","would","mean"
"2237","u dotheir in my favorites",2,"u dotheir in my","favorites","u","u dotheir","u dotheir in","dotheir","in","my"
"2238","u gonna b in dc",2,"u gonna b in","dc","u","u gonna","u gonna b","gonna","b","in"
"2239","understanding of who he is",2,"understanding of who he","is","understanding","understanding of","understanding of who","of","who","he"
"2240","university chicago illinois incorporated in",2,"university chicago illinois incorporated","in","university","university chicago","university chicago illinois","chicago","illinois","incorporated"
"2241","unto you what things soever",2,"unto you what things","soever","unto","unto you","unto you what","you","what","things"
"2242","up my world like nobody",2,"up my world like","nobody","up","up my","up my world","my","world","like"
"2243","up over the next few",2,"up over the next","few","up","up over","up over the","over","the","next"
"2244","up with some of the",2,"up with some of","the","up","up with","up with some","with","some","of"
"2245","us know if you need",2,"us know if you","need","us","us know","us know if","know","if","you"
"2246","us know what you think",2,"us know what you","think","us","us know","us know what","know","what","you"
"2247","us spread the word about",2,"us spread the word","about","us","us spread","us spread the","spread","the","word"
"2248","very much for the rt",2,"very much for the","rt","very","very much","very much for","much","for","the"
"2249","w e e t if",2,"w e e t","if","w","w e","w e e","e","e","t"
"2250","wages of sin is death",2,"wages of sin is","death","wages","wages of","wages of sin","of","sin","is"
"2251","wake up in the middle",2,"wake up in the","middle","wake","wake up","wake up in","up","in","the"
"2252","wake up in the morning",2,"wake up in the","morning","wake","wake up","wake up in","up","in","the"
"2253","waking up in the morning",2,"waking up in the","morning","waking","waking up","waking up in","up","in","the"
"2254","want something you have never",2,"want something you have","never","want","want something","want something you","something","you","have"
"2255","want to get away from",2,"want to get away","from","want","want to","want to get","to","get","away"
"2256","want to hear from you",2,"want to hear from","you","want","want to","want to hear","to","hear","from"
"2257","want to miss out on",2,"want to miss out","on","want","want to","want to miss","to","miss","out"
"2258","want to see a good",2,"want to see a","good","want","want to","want to see","to","see","a"
"2259","want to talk to you",2,"want to talk to","you","want","want to","want to talk","to","talk","to"
"2260","wanted to go to the",2,"wanted to go to","the","wanted","wanted to","wanted to go","to","go","to"
"2261","was a bit of a",2,"was a bit of","a","was","was a","was a bit","a","bit","of"
"2262","was a member of the",2,"was a member of","the","was","was a","was a member","a","member","of"
"2263","was able to get a",2,"was able to get","a","was","was able","was able to","able","to","get"
"2264","was at the end of",2,"was at the end","of","was","was at","was at the","at","the","end"
"2265","was found on the street",2,"was found on the","street","was","was found","was found on","found","on","the"
"2266","was going to be the",2,"was going to be","the","was","was going","was going to","going","to","be"
"2267","was going to have to",2,"was going to have","to","was","was going","was going to","going","to","have"
"2268","was in the process of",2,"was in the process","of","was","was in","was in the","in","the","process"
"2269","was not going to be",2,"was not going to","be","was","was not","was not going","not","going","to"
"2270","was not the time to",2,"was not the time","to","was","was not","was not the","not","the","time"
"2271","was one of the better",2,"was one of the","better","was","was one","was one of","one","of","the"
"2272","was one of the first",2,"was one of the","first","was","was one","was one of","one","of","the"
"2273","was one of the last",2,"was one of the","last","was","was one","was one of","one","of","the"
"2274","was so nice to see",2,"was so nice to","see","was","was so","was so nice","so","nice","to"
"2275","was supposed to be a",2,"was supposed to be","a","was","was supposed","was supposed to","supposed","to","be"
"2276","was the last time you",2,"was the last time","you","was","was the","was the last","the","last","time"
"2277","was too much for me",2,"was too much for","me","was","was too","was too much","too","much","for"
"2278","was your favorite part of",2,"was your favorite part","of","was","was your","was your favorite","your","favorite","part"
"2279","washington dc for a concert",2,"washington dc for a","concert","washington","washington dc","washington dc for","dc","for","a"
"2280","way to start the day",2,"way to start the","day","way","way to","way to start","to","start","the"
"2281","we are friends i will",2,"we are friends i","will","we","we are","we are friends","are","friends","i"
"2282","we are giving away a",2,"we are giving away","a","we","we are","we are giving","are","giving","away"
"2283","we are looking for a",2,"we are looking for","a","we","we are","we are looking","are","looking","for"
"2284","we are looking forward to",2,"we are looking forward","to","we","we are","we are looking","are","looking","forward"
"2285","we are so thankful for",2,"we are so thankful","for","we","we are","we are so","are","so","thankful"
"2286","we are supposed to be",2,"we are supposed to","be","we","we are","we are supposed","are","supposed","to"
"2287","we are working on getting",2,"we are working on","getting","we","we are","we are working","are","working","on"
"2288","we can add to the",2,"we can add to","the","we","we can","we can add","can","add","to"
"2289","we can make it work",2,"we can make it","work","we","we can","we can make","can","make","it"
"2290","we decided to take a",2,"we decided to take","a","we","we decided","we decided to","decided","to","take"
"2291","we do not have any",2,"we do not have","any","we","we do","we do not","do","not","have"
"2292","we ended up in the",2,"we ended up in","the","we","we ended","we ended up","ended","up","in"
"2293","we had a great time",2,"we had a great","time","we","we had","we had a","had","a","great"
"2294","we had a lot of",2,"we had a lot","of","we","we had","we had a","had","a","lot"
"2295","we look forward to more",2,"we look forward to","more","we","we look","we look forward","look","forward","to"
"2296","we need to have a",2,"we need to have","a","we","we need","we need to","need","to","have"
"2297","we still do not know",2,"we still do not","know","we","we still","we still do","still","do","not"
"2298","we want to hear from",2,"we want to hear","from","we","we want","we want to","want","to","hear"
"2299","we want to know what",2,"we want to know","what","we","we want","we want to","want","to","know"
"2300","we will be in touch",2,"we will be in","touch","we","we will","we will be","will","be","in"
"2301","we will get back to",2,"we will get back","to","we","we will","we will get","will","get","back"
"2302","we will have a larger",2,"we will have a","larger","we","we will","we will have","will","have","a"
"2303","we will keep you posted",2,"we will keep you","posted","we","we will","we will keep","will","keep","you"
"2304","we will send that to",2,"we will send that","to","we","we will","we will send","will","send","that"
"2305","we would literally astound ourselves",2,"we would literally astound","ourselves","we","we would","we would literally","would","literally","astound"
"2306","we would love to have",2,"we would love to","have","we","we would","we would love","would","love","to"
"2307","we would love to hear",2,"we would love to","hear","we","we would","we would love","would","love","to"
"2308","we would love to help",2,"we would love to","help","we","we would","we would love","would","love","to"
"2309","week can not wait to",2,"week can not wait","to","week","week can","week can not","can","not","wait"
"2310","well i do not have",2,"well i do not","have","well","well i","well i do","i","do","not"
"2311","went through a series of",2,"went through a series","of","went","went through","went through a","through","a","series"
"2312","went to work and took",2,"went to work and","took","went","went to","went to work","to","work","and"
"2313","what are you doing for",2,"what are you doing","for","what","what are","what are you","are","you","doing"
"2314","what are you talking about",2,"what are you talking","about","what","what are","what are you","are","you","talking"
"2315","what are you up to",2,"what are you up","to","what","what are","what are you","are","you","up"
"2316","what do you call a",2,"what do you call","a","what","what do","what do you","do","you","call"
"2317","what do you think are",2,"what do you think","are","what","what do","what do you","do","you","think"
"2318","what do you think the",2,"what do you think","the","what","what do","what do you","do","you","think"
"2319","what else can you do",2,"what else can you","do","what","what else","what else can","else","can","you"
"2320","what i am going to",2,"what i am going","to","what","what i","what i am","i","am","going"
"2321","what i am talking about",2,"what i am talking","about","what","what i","what i am","i","am","talking"
"2322","what i do all day",2,"what i do all","day","what","what i","what i do","i","do","all"
"2323","what i had done to",2,"what i had done","to","what","what i","what i had","i","had","done"
"2324","what i had expected to",2,"what i had expected","to","what","what i","what i had","i","had","expected"
"2325","what i love about america",2,"what i love about","america","what","what i","what i love","i","love","about"
"2326","what i said above is",2,"what i said above","is","what","what i","what i said","i","said","above"
"2327","what i was looking for",2,"what i was looking","for","what","what i","what i was","i","was","looking"
"2328","what i will always love",2,"what i will always","love","what","what i","what i will","i","will","always"
"2329","what is even better is",2,"what is even better","is","what","what is","what is even","is","even","better"
"2330","what is it about the",2,"what is it about","the","what","what is","what is it","is","it","about"
"2331","what is the difference between",2,"what is the difference","between","what","what is","what is the","is","the","difference"
"2332","what is the one thing",2,"what is the one","thing","what","what is","what is the","is","the","one"
"2333","what is to come in",2,"what is to come","in","what","what is","what is to","is","to","come"
"2334","what they are doing and",2,"what they are doing","and","what","what they","what they are","they","are","doing"
"2335","what they are doing with",2,"what they are doing","with","what","what they","what they are","they","are","doing"
"2336","what things soever ye desire",2,"what things soever ye","desire","what","what things","what things soever","things","soever","ye"
"2337","what was your favorite part",2,"what was your favorite","part","what","what was","what was your","was","your","favorite"
"2338","what we have to do",2,"what we have to","do","what","what we","what we have","we","have","to"
"2339","what you are up to",2,"what you are up","to","what","what you","what you are","you","are","up"
"2340","what you get when you",2,"what you get when","you","what","what you","what you get","you","get","when"
"2341","what you have on hand",2,"what you have on","hand","what","what you","what you have","you","have","on"
"2342","what you have to say",2,"what you have to","say","what","what you","what you have","you","have","to"
"2343","what you would like to",2,"what you would like","to","what","what you","what you would","you","would","like"
"2344","when a friend of mine",2,"when a friend of","mine","when","when a","when a friend","a","friend","of"
"2345","when half or more of",2,"when half or more","of","when","when half","when half or","half","or","more"
"2346","when he was a young",2,"when he was a","young","when","when he","when he was","he","was","a"
"2347","when i first moved to",2,"when i first moved","to","when","when i","when i first","i","first","moved"
"2348","when i go to a",2,"when i go to","a","when","when i","when i go","i","go","to"
"2349","when i got back home",2,"when i got back","home","when","when i","when i got","i","got","back"
"2350","when i got home i",2,"when i got home","i","when","when i","when i got","i","got","home"
"2351","when i got to the",2,"when i got to","the","when","when i","when i got","i","got","to"
"2352","when i was in high",2,"when i was in","high","when","when i","when i was","i","was","in"
"2353","when i was in the",2,"when i was in","the","when","when i","when i was","i","was","in"
"2354","when i was on the",2,"when i was on","the","when","when i","when i was","i","was","on"
"2355","when u gonna b in",2,"when u gonna b","in","when","when u","when u gonna","u","gonna","b"
"2356","when was the last time",2,"when was the last","time","when","when was","when was the","was","the","last"
"2357","when we went to the",2,"when we went to","the","when","when we","when we went","we","went","to"
"2358","when ye pray believe that",2,"when ye pray believe","that","when","when ye","when ye pray","ye","pray","believe"
"2359","when you are able to",2,"when you are able","to","when","when you","when you are","you","are","able"
"2360","when you know i am",2,"when you know i","am","when","when you","when you know","you","know","i"
"2361","where i am coming from",2,"where i am coming","from","where","where i","where i am","i","am","coming"
"2362","where i can get a",2,"where i can get","a","where","where i","where i can","i","can","get"
"2363","where the path may lead",2,"where the path may","lead","where","where the","where the path","the","path","may"
"2364","where the wild things are",2,"where the wild things","are","where","where the","where the wild","the","wild","things"
"2365","where there is no path",2,"where there is no","path","where","where there","where there is","there","is","no"
"2366","whether or not we are",2,"whether or not we","are","whether","whether or","whether or not","or","not","we"
"2367","whether you like it or",2,"whether you like it","or","whether","whether you","whether you like","you","like","it"
"2368","while i am out of",2,"while i am out","of","while","while i","while i am","i","am","out"
"2369","while we are on the",2,"while we are on","the","while","while we","while we are","we","are","on"
"2370","while you are at it",2,"while you are at","it","while","while you","while you are","you","are","at"
"2371","who has the best chance",2,"who has the best","chance","who","who has","who has the","has","the","best"
"2372","who have been through this",2,"who have been through","this","who","who have","who have been","have","been","through"
"2373","who is going to pay",2,"who is going to","pay","who","who is","who is going","is","going","to"
"2374","who is going to win",2,"who is going to","win","who","who is","who is going","is","going","to"
"2375","who wants to take me",2,"who wants to take","me","who","who wants","who wants to","wants","to","take"
"2376","who would pay for the",2,"who would pay for","the","who","who would","who would pay","would","pay","for"
"2377","why am i not surprised",2,"why am i not","surprised","why","why am","why am i","am","i","not"
"2378","why can not i ever",2,"why can not i","ever","why","why can","why can not","can","not","i"
"2379","why can not it be",2,"why can not it","be","why","why can","why can not","can","not","it"
"2380","why did not anyone tell",2,"why did not anyone","tell","why","why did","why did not","did","not","anyone"
"2381","why do i so desperately",2,"why do i so","desperately","why","why do","why do i","do","i","so"
"2382","why do not i just",2,"why do not i","just","why","why do","why do not","do","not","i"
"2383","will be a next time",2,"will be a next","time","will","will be","will be a","be","a","next"
"2384","will be fun to see",2,"will be fun to","see","will","will be","will be fun","be","fun","to"
"2385","will be the death of",2,"will be the death","of","will","will be","will be the","be","the","death"
"2386","will be up in a",2,"will be up in","a","will","will be","will be up","be","up","in"
"2387","will follow me back neversaynever",2,"will follow me back","neversaynever","will","will follow","will follow me","follow","me","back"
"2388","will get back to you",2,"will get back to","you","will","will get","will get back","get","back","to"
"2389","will have no effect on",2,"will have no effect","on","will","will have","will have no","have","no","effect"
"2390","will have to check it",2,"will have to check","it","will","will have","will have to","have","to","check"
"2391","will let you know when",2,"will let you know","when","will","will let","will let you","let","you","know"
"2392","will lie to you and",2,"will lie to you","and","will","will lie","will lie to","lie","to","you"
"2393","will see if i can",2,"will see if i","can","will","will see","will see if","see","if","i"
"2394","winners never quit and quitters",2,"winners never quit and","quitters","winners","winners never","winners never quit","never","quit","and"
"2395","wish i could be more",2,"wish i could be","more","wish","wish i","wish i could","i","could","be"
"2396","wish i knew how to",2,"wish i knew how","to","wish","wish i","wish i knew","i","knew","how"
"2397","wish i was going to",2,"wish i was going","to","wish","wish i","wish i was","i","was","going"
"2398","wish that i could say",2,"wish that i could","say","wish","wish that","wish that i","that","i","could"
"2399","wish you would see all",2,"wish you would see","all","wish","wish you","wish you would","you","would","see"
"2400","with a cup of tea",2,"with a cup of","tea","with","with a","with a cup","a","cup","of"
"2401","with a pace of mi",2,"with a pace of","mi","with","with a","with a pace","a","pace","of"
"2402","with ghosts everyone talks about",2,"with ghosts everyone talks","about","with","with ghosts","with ghosts everyone","ghosts","everyone","talks"
"2403","with how it turned out",2,"with how it turned","out","with","with how","with how it","how","it","turned"
"2404","with me and just forget",2,"with me and just","forget","with","with me","with me and","me","and","just"
"2405","with one of my favorite",2,"with one of my","favorite","with","with one","with one of","one","of","my"
"2406","with true love as it",2,"with true love as","it","with","with true","with true love","true","love","as"
"2407","without so much as a",2,"without so much as","a","without","without so","without so much","so","much","as"
"2408","word on the street is",2,"word on the street","is","word","word on","word on the","on","the","street"
"2409","would be a good thing",2,"would be a good","thing","would","would be","would be a","be","a","good"
"2410","would be so much more",2,"would be so much","more","would","would be","would be so","be","so","much"
"2411","would come but i am",2,"would come but i","am","would","would come","would come but","come","but","i"
"2412","would have had some of",2,"would have had some","of","would","would have","would have had","have","had","some"
"2413","would like to know more",2,"would like to know","more","would","would like","would like to","like","to","know"
"2414","would like to thank the",2,"would like to thank","the","would","would like","would like to","like","to","thank"
"2415","would literally astound ourselves thomas",2,"would literally astound ourselves","thomas","would","would literally","would literally astound","literally","astound","ourselves"
"2416","would love it if you",2,"would love it if","you","would","would love","would love it","love","it","if"
"2417","would love nothing more than",2,"would love nothing more","than","would","would love","would love nothing","love","nothing","more"
"2418","would love to catch up",2,"would love to catch","up","would","would love","would love to","love","to","catch"
"2419","would love to have a",2,"would love to have","a","would","would love","would love to","love","to","have"
"2420","would love to hear about",2,"would love to hear","about","would","would love","would love to","love","to","hear"
"2421","would love to work with",2,"would love to work","with","would","would love","would love to","love","to","work"
