"","word","freq","first_Nmin1","last"
"10643","because in",6,"because","in"
"10644","bed at",6,"bed","at"
"10645","bed of",6,"bed","of"
"10646","been really",6,"been","really"
"10647","been watching",6,"been","watching"
"10648","before his",6,"before","his"
"10649","before me",6,"before","me"
"10650","before this",6,"before","this"
"10651","begin the",6,"begin","the"
"10652","begin with",6,"begin","with"
"10653","behind a",6,"behind","a"
"10654","behind on",6,"behind","on"
"10655","behind them",6,"behind","them"
"10656","behind us",6,"behind","us"
"10657","being and",6,"being","and"
"10658","being sick",6,"being","sick"
"10659","believe there",6,"believe","there"
"10660","below the",6,"below","the"
"10661","better for",6,"better","for"
"10662","better off",6,"better","off"
"10663","better on",6,"better","on"
"10664","better or",6,"better","or"
"10665","better when",6,"better","when"
"10666","better with",6,"better","with"
"10667","between them",6,"between","them"
"10668","bill and",6,"bill","and"
"10669","birthday is",6,"birthday","is"
"10670","birthday you",6,"birthday","you"
"10671","bit about",6,"bit","about"
"10672","bit as",6,"bit","as"
"10673","blame for",6,"blame","for"
"10674","blog i",6,"blog","i"
"10675","board of",6,"board","of"
"10676","book as",6,"book","as"
"10677","book you",6,"book","you"
"10678","books are",6,"books","are"
"10679","books for",6,"books","for"
"10680","books that",6,"books","that"
"10681","both in",6,"both","in"
"10682","bought it",6,"bought","it"
"10683","box for",6,"box","for"
"10684","boy i",6,"boy","i"
"10685","boys and",6,"boys","and"
"10686","brewing co",6,"brewing","co"
"10687","bring me",6,"bring","me"
"10688","brother and",6,"brother","and"
"10689","build up",6,"build","up"
"10690","building and",6,"building","and"
"10691","bus and",6,"bus","and"
"10692","business is",6,"business","is"
"10693","but does",6,"but","does"
"10694","but instead",6,"but","instead"
"10695","but man",6,"but","man"
"10696","but many",6,"but","many"
"10697","but other",6,"but","other"
"10698","but perhaps",6,"but","perhaps"
"10699","but please",6,"but","please"
"10700","but theres",6,"but","theres"
"10701","but who",6,"but","who"
"10702","but would",6,"but","would"
"10703","by hand",6,"by","hand"
"10704","by in",6,"by","in"
"10705","by then",6,"by","then"
"10706","by trying",6,"by","trying"
"10707","by using",6,"by","using"
"10708","call in",6,"call","in"
"10709","call them",6,"call","them"
"10710","called in",6,"called","in"
"10711","called out",6,"called","out"
"10712","can bring",6,"can","bring"
"10713","can even",6,"can","even"
"10714","can fix",6,"can","fix"
"10715","can handle",6,"can","handle"
"10716","can hardly",6,"can","hardly"
"10717","can know",6,"can","know"
"10718","can lead",6,"can","lead"
"10719","can really",6,"can","really"
"10720","can run",6,"can","run"
"10721","can save",6,"can","save"
"10722","can stop",6,"can","stop"
"10723","capacity to",6,"capacity","to"
"10724","car to",6,"car","to"
"10725","car was",6,"car","was"
"10726","card for",6,"card","for"
"10727","card is",6,"card","is"
"10728","card to",6,"card","to"
"10729","cards i",6,"cards","i"
"10730","carried out",6,"carried","out"
"10731","cars and",6,"cars","and"
"10732","case and",6,"case","and"
"10733","case i",6,"case","i"
"10734","case in",6,"case","in"
"10735","caught my",6,"caught","my"
"10736","center of",6,"center","of"
"10737","challenge is",6,"challenge","is"
"10738","chance i",6,"chance","i"
"10739","change i",6,"change","i"
"10740","changed and",6,"changed","and"
"10741","changes and",6,"changes","and"
"10742","changes in",6,"changes","in"
"10743","changing the",6,"changing","the"
"10744","characters are",6,"characters","are"
"10745","chest and",6,"chest","and"
"10746","chicken and",6,"chicken","and"
"10747","chief executive",6,"chief","executive"
"10748","child and",6,"child","and"
"10749","choose a",6,"choose","a"
"10750","christ jesus",6,"christ","jesus"
"10751","christmas and",6,"christmas","and"
"10752","city for",6,"city","for"
"10753","city that",6,"city","that"
"10754","class is",6,"class","is"
"10755","close i",6,"close","i"
"10756","closest to",6,"closest","to"
"10757","coast of",6,"coast","of"
"10758","coca cola",6,"coca","cola"
"10759","code for",6,"code","for"
"10760","coffee shops",6,"coffee","shops"
"10761","come hang",6,"come","hang"
"10762","come here",6,"come","here"
"10763","comes back",6,"comes","back"
"10764","comment and",6,"comment","and"
"10765","compares to",6,"compares","to"
"10766","complete with",6,"complete","with"
"10767","completely different",6,"completely","different"
"10768","content and",6,"content","and"
"10769","cool you",6,"cool","you"
"10770","cope with",6,"cope","with"
"10771","corner and",6,"corner","and"
"10772","could it",6,"could","it"
"10773","could never",6,"could","never"
"10774","could possibly",6,"could","possibly"
"10775","could we",6,"could","we"
"10776","couple days",6,"couple","days"
"10777","couple hours",6,"couple","hours"
"10778","covering the",6,"covering","the"
"10779","created in",6,"created","in"
"10780","culture and",6,"culture","and"
"10781","culture is",6,"culture","is"
"10782","currently on",6,"currently","on"
"10783","cut into",6,"cut","into"
"10784","cut out",6,"cut","out"
"10785","dad i",6,"dad","i"
"10786","dad is",6,"dad","is"
"10787","dad was",6,"dad","was"
"10788","day by",6,"day","by"
"10789","day he",6,"day","he"
"10790","day one",6,"day","one"
"10791","day out",6,"day","out"
"10792","day this",6,"day","this"
"10793","day will",6,"day","will"
"10794","days are",6,"days","are"
"10795","days the",6,"days","the"
"10796","decide if",6,"decide","if"
"10797","decided on",6,"decided","on"
"10798","definitely be",6,"definitely","be"
"10799","definitely the",6,"definitely","the"
"10800","designed for",6,"designed","for"
"10801","did all",6,"did","all"
"10802","differences between",6,"differences","between"
"10803","difficult for",6,"difficult","for"
"10804","difficult time",6,"difficult","time"
"10805","directly to",6,"directly","to"
"10806","disagree with",6,"disagree","with"
"10807","discussion of",6,"discussion","of"
"10808","do at",6,"do","at"
"10809","do everything",6,"do","everything"
"10810","do know",6,"do","know"
"10811","do love",6,"do","love"
"10812","do or",6,"do","or"
"10813","does have",6,"does","have"
"10814","doesnt matter",6,"doesnt","matter"
"10815","doing for",6,"doing","for"
"10816","dollars in",6,"dollars","in"
"10817","done a",6,"done","a"
"10818","dont be",6,"dont","be"
"10819","dont let",6,"dont","let"
"10820","dont see",6,"dont","see"
"10821","dont we",6,"dont","we"
"10822","down after",6,"down","after"
"10823","down there",6,"down","there"
"10824","download the",6,"download","the"
"10825","dressed in",6,"dressed","in"
"10826","drinks and",6,"drinks","and"
"10827","each year",6,"each","year"
"10828","earlier in",6,"earlier","in"
"10829","early for",6,"early","for"
"10830","early morning",6,"early","morning"
"10831","early on",6,"early","on"
"10832","early s",6,"early","s"
"10833","easy but",6,"easy","but"
"10834","eat at",6,"eat","at"
"10835","efforts and",6,"efforts","and"
"10836","either the",6,"either","the"
"10837","email and",6,"email","and"
"10838","email from",6,"email","from"
"10839","emotions and",6,"emotions","and"
"10840","ends up",6,"ends","up"
"10841","energy for",6,"energy","for"
"10842","enough the",6,"enough","the"
"10843","entered the",6,"entered","the"
"10844","entire life",6,"entire","life"
"10845","environment and",6,"environment","and"
"10846","especially as",6,"especially","as"
"10847","even as",6,"even","as"
"10848","even be",6,"even","be"
"10849","even before",6,"even","before"
"10850","even i",6,"even","i"
"10851","even tho",6,"even","tho"
"10852","even to",6,"even","to"
"10853","evening and",6,"evening","and"
"10854","evening for",6,"evening","for"
"10855","ever a",6,"ever","a"
"10856","ever and",6,"ever","and"
"10857","ever be",6,"ever","be"
"10858","ever in",6,"ever","in"
"10859","every bit",6,"every","bit"
"10860","every morning",6,"every","morning"
"10861","every sunday",6,"every","sunday"
"10862","everyone for",6,"everyone","for"
"10863","everyone go",6,"everyone","go"
"10864","everyone had",6,"everyone","had"
"10865","everything about",6,"everything","about"
"10866","exact same",6,"exact","same"
"10867","except that",6,"except","that"
"10868","exists in",6,"exists","in"
"10869","experience a",6,"experience","a"
"10870","experience for",6,"experience","for"
"10871","explain that",6,"explain","that"
"10872","eyes are",6,"eyes","are"
"10873","face of",6,"face","of"
"10874","facebook and",6,"facebook","and"
"10875","fact is",6,"fact","is"
"10876","failing to",6,"failing","to"
"10877","faith in",6,"faith","in"
"10878","fall into",6,"fall","into"
"10879","family i",6,"family","i"
"10880","family in",6,"family","in"
"10881","family is",6,"family","is"
"10882","fans that",6,"fans","that"
"10883","far the",6,"far","the"
"10884","favorite things",6,"favorite","things"
"10885","fear and",6,"fear","and"
"10886","featured in",6,"featured","in"
"10887","featured on",6,"featured","on"
"10888","feel really",6,"feel","really"
"10889","feel sorry",6,"feel","sorry"
"10890","feeling better",6,"feeling","better"
"10891","feelings of",6,"feelings","of"
"10892","felt it",6,"felt","it"
"10893","felt so",6,"felt","so"
"10894","film to",6,"film","to"
"10895","finally made",6,"finally","made"
"10896","finish it",6,"finish","it"
"10897","finishing up",6,"finishing","up"
"10898","first it",6,"first","it"
"10899","first novel",6,"first","novel"
"10900","first step",6,"first","step"
"10901","first two",6,"first","two"
"10902","five of",6,"five","of"
"10903","flash of",6,"flash","of"
"10904","flowers in",6,"flowers","in"
"10905","follow him",6,"follow","him"
"10906","follow if",6,"follow","if"
"10907","follow on",6,"follow","on"
"10908","follow please",6,"follow","please"
"10909","food at",6,"food","at"
"10910","food i",6,"food","i"
"10911","food in",6,"food","in"
"10912","for almost",6,"for","almost"
"10913","for asking",6,"for","asking"
"10914","for bed",6,"for","bed"
"10915","for better",6,"for","better"
"10916","for business",6,"for","business"
"10917","for help",6,"for","help"
"10918","for how",6,"for","how"
"10919","for last",6,"for","last"
"10920","for mom",6,"for","mom"
"10921","for much",6,"for","much"
"10922","for s",6,"for","s"
"10923","for school",6,"for","school"
"10924","for supporting",6,"for","supporting"
"10925","for thanksgiving",6,"for","thanksgiving"
"10926","for themselves",6,"for","themselves"
"10927","for tomorrow",6,"for","tomorrow"
"10928","for we",6,"for","we"
"10929","for when",6,"for","when"
"10930","forgot how",6,"forgot","how"
"10931","found my",6,"found","my"
"10932","freak out",6,"freak","out"
"10933","freaking out",6,"freaking","out"
"10934","free from",6,"free","from"
"10935","free throws",6,"free","throws"
"10936","free time",6,"free","time"
"10937","friday morning",6,"friday","morning"
"10938","friday the",6,"friday","the"
"10939","friend in",6,"friend","in"
"10940","from another",6,"from","another"
"10941","from behind",6,"from","behind"
"10942","from other",6,"from","other"
"10943","from running",6,"from","running"
"10944","from school",6,"from","school"
"10945","from someone",6,"from","someone"
"10946","frustrated with",6,"frustrated","with"
"10947","full time",6,"full","time"
"10948","fun at",6,"fun","at"
"10949","fun with",6,"fun","with"
"10950","game day",6,"game","day"
"10951","game this",6,"game","this"
"10952","game today",6,"game","today"
"10953","gave him",6,"gave","him"
"10954","get another",6,"get","another"
"10955","get from",6,"get","from"
"10956","get here",6,"get","here"
"10957","get paid",6,"get","paid"
"10958","get started",6,"get","started"
"10959","getting it",6,"getting","it"
"10960","girl with",6,"girl","with"
"10961","girls i",6,"girls","i"
"10962","give my",6,"give","my"
"10963","gives the",6,"gives","the"
"10964","giving us",6,"giving","us"
"10965","glad that",6,"glad","that"
"10966","go go",6,"go","go"
"10967","go straight",6,"go","straight"
"10968","go there",6,"go","there"
"10969","go wrong",6,"go","wrong"
"10970","goes into",6,"goes","into"
"10971","going home",6,"going","home"
"10972","gonna go",6,"gonna","go"
"10973","good about",6,"good","about"
"10974","good book",6,"good","book"
"10975","good friday",6,"good","friday"
"10976","good man",6,"good","man"
"10977","good on",6,"good","on"
"10978","got her",6,"got","her"
"10979","got that",6,"got","that"
"10980","got your",6,"got","your"
"10981","gotten a",6,"gotten","a"
"10982","great but",6,"great","but"
"10983","great deals",6,"great","deals"
"10984","great new",6,"great","new"
"10985","great place",6,"great","place"
"10986","great story",6,"great","story"
"10987","great you",6,"great","you"
"10988","group is",6,"group","is"
"10989","grow in",6,"grow","in"
"10990","growth in",6,"growth","in"
"10991","guess the",6,"guess","the"
"10992","guess you",6,"guess","you"
"10993","guy in",6,"guy","in"
"10994","ha i",6,"ha","i"
"10995","had fun",6,"had","fun"
"10996","had i",6,"had","i"
"10997","had on",6,"had","on"
"10998","had taken",6,"had","taken"
"10999","haha well",6,"haha","well"
"11000","hahaha i",6,"hahaha","i"
"11001","hahahaha i",6,"hahahaha","i"
"11002","half the",6,"half","the"
"11003","hall of",6,"hall","of"
"11004","hand is",6,"hand","is"
"11005","hands and",6,"hands","and"
"11006","hands in",6,"hands","in"
"11007","hang with",6,"hang","with"
"11008","happened and",6,"happened","and"
"11009","happiness is",6,"happiness","is"
"11010","happy that",6,"happy","that"
"11011","hard for",6,"hard","for"
"11012","has his",6,"has","his"
"11013","has recently",6,"has","recently"
"11014","hate this",6,"hate","this"
"11015","have good",6,"have","good"
"11016","have happened",6,"have","happened"
"11017","have hit",6,"have","hit"
"11018","have other",6,"have","other"
"11019","have played",6,"have","played"
"11020","have told",6,"have","told"
"11021","have watched",6,"have","watched"
"11022","having been",6,"having","been"
"11023","he deserves",6,"he","deserves"
"11024","he gets",6,"he","gets"
"11025","he kept",6,"he","kept"
"11026","he likes",6,"he","likes"
"11027","he needed",6,"he","needed"
"11028","he takes",6,"he","takes"
"11029","he took",6,"he","took"
"11030","head up",6,"head","up"
"11031","heard on",6,"heard","on"
"11032","heaven and",6,"heaven","and"
"11033","held at",6,"held","at"
"11034","help make",6,"help","make"
"11035","help of",6,"help","of"
"11036","help them",6,"help","them"
"11037","her body",6,"her","body"
"11038","her for",6,"her","for"
"11039","her hair",6,"her","hair"
"11040","her he",6,"her","he"
"11041","her it",6,"her","it"
"11042","her off",6,"her","off"
"11043","hey there",6,"hey","there"
"11044","hey we",6,"hey","we"
"11045","him at",6,"him","at"
"11046","him it",6,"him","it"
"11047","him out",6,"him","out"
"11048","him so",6,"him","so"
"11049","himself to",6,"himself","to"
"11050","his book",6,"his","book"
"11051","his feet",6,"his","feet"
"11052","hit it",6,"hit","it"
"11053","hold her",6,"hold","her"
"11054","holds a",6,"holds","a"
"11055","holiday season",6,"holiday","season"
"11056","home at",6,"home","at"
"11057","home run",6,"home","run"
"11058","hope she",6,"hope","she"
"11059","hot tub",6,"hot","tub"
"11060","hotel room",6,"hotel","room"
"11061","hours i",6,"hours","i"
"11062","house to",6,"house","to"
"11063","how cool",6,"how","cool"
"11064","how far",6,"how","far"
"11065","how things",6,"how","things"
"11066","however that",6,"however","that"
"11067","huge fan",6,"huge","fan"
"11068","hung out",6,"hung","out"
"11069","i admit",6,"i","admit"
"11070","i caught",6,"i","caught"
"11071","i changed",6,"i","changed"
"11072","i created",6,"i","created"
"11073","i doing",6,"i","doing"
"11074","i dunno",6,"i","dunno"
"11075","i explained",6,"i","explained"
"11076","i fall",6,"i","fall"
"11077","i fear",6,"i","fear"
"11078","i meet",6,"i","meet"
"11079","i no",6,"i","no"
"11080","i owe",6,"i","owe"
"11081","i pay",6,"i","pay"
"11082","i played",6,"i","played"
"11083","i popped",6,"i","popped"
"11084","i posted",6,"i","posted"
"11085","i promised",6,"i","promised"
"11086","i rarely",6,"i","rarely"
"11087","i realised",6,"i","realised"
"11088","i seem",6,"i","seem"
"11089","i suspect",6,"i","suspect"
"11090","icing on",6,"icing","on"
"11091","idea and",6,"idea","and"
"11092","idea is",6,"idea","is"
"11093","if at",6,"if","at"
"11094","if im",6,"if","im"
"11095","if one",6,"if","one"
"11096","if their",6,"if","their"
"11097","im an",6,"im","an"
"11098","im talking",6,"im","talking"
"11099","images and",6,"images","and"
"11100","imagine that",6,"imagine","that"
"11101","impact of",6,"impact","of"
"11102","in atl",6,"in","atl"
"11103","in august",6,"in","august"
"11104","in central",6,"in","central"
"11105","in charge",6,"in","charge"
"11106","in comparison",6,"in","comparison"
"11107","in december",6,"in","december"
"11108","in early",6,"in","early"
"11109","in either",6,"in","either"
"11110","in five",6,"in","five"
"11111","in france",6,"in","france"
"11112","in from",6,"in","from"
"11113","in game",6,"in","game"
"11114","in human",6,"in","human"
"11115","in india",6,"in","india"
"11116","in late",6,"in","late"
"11117","in long",6,"in","long"
"11118","in los",6,"in","los"
"11119","in more",6,"in","more"
"11120","in music",6,"in","music"
"11121","in spain",6,"in","spain"
"11122","in spanish",6,"in","spanish"
"11123","indulge in",6,"indulge","in"
"11124","information on",6,"information","on"
"11125","inside and",6,"inside","and"
"11126","inside of",6,"inside","of"
"11127","interact with",6,"interact","with"
"11128","interacting with",6,"interacting","with"
"11129","internet is",6,"internet","is"
"11130","interview on",6,"interview","on"
"11131","into that",6,"into","that"
"11132","invest in",6,"invest","in"
"11133","ipod touch",6,"ipod","touch"
"11134","is between",6,"is","between"
"11135","is both",6,"is","both"
"11136","is brilliant",6,"is","brilliant"
"11137","is close",6,"is","close"
"11138","is completely",6,"is","completely"
"11139","is correct",6,"is","correct"
"11140","is driving",6,"is","driving"
"11141","is fantastic",6,"is","fantastic"
"11142","is first",6,"is","first"
"11143","is happy",6,"is","happy"
"11144","is interested",6,"is","interested"
"11145","is ironic",6,"is","ironic"
"11146","is likely",6,"is","likely"
"11147","is or",6,"is","or"
"11148","is released",6,"is","released"
"11149","is s",6,"is","s"
"11150","is said",6,"is","said"
"11151","is scary",6,"is","scary"
"11152","is seriously",6,"is","seriously"
"11153","is singing",6,"is","singing"
"11154","is turning",6,"is","turning"
"11155","is ur",6,"is","ur"
"11156","is waiting",6,"is","waiting"
"11157","is we",6,"is","we"
"11158","is willing",6,"is","willing"
"11159","is written",6,"is","written"
"11160","it allows",6,"it","allows"
"11161","it an",6,"it","an"
"11162","it anymore",6,"it","anymore"
"11163","it certainly",6,"it","certainly"
"11164","it first",6,"it","first"
"11165","it go",6,"it","go"
"11166","it helps",6,"it","helps"
"11167","it hope",6,"it","hope"
"11168","it im",6,"it","im"
"11169","it look",6,"it","look"
"11170","it most",6,"it","most"
"11171","it seem",6,"it","seem"
"11172","it were",6,"it","were"
"11173","it without",6,"it","without"
"11174","it wont",6,"it","wont"
"11175","items for",6,"items","for"
"11176","its because",6,"its","because"
"11177","its first",6,"its","first"
"11178","its gonna",6,"its","gonna"
"11179","its great",6,"its","great"
"11180","its hard",6,"its","hard"
"11181","its no",6,"its","no"
"11182","its original",6,"its","original"
"11183","ive always",6,"ive","always"
"11184","john and",6,"john","and"
"11185","joining the",6,"joining","the"
"11186","joining us",6,"joining","us"
"11187","joy and",6,"joy","and"
"11188","just cant",6,"just","cant"
"11189","just could",6,"just","could"
"11190","just getting",6,"just","getting"
"11191","just learned",6,"just","learned"
"11192","just leave",6,"just","leave"
"11193","just me",6,"just","me"
"11194","just ordered",6,"just","ordered"
"11195","just some",6,"just","some"
"11196","just stop",6,"just","stop"
"11197","just took",6,"just","took"
"11198","just tried",6,"just","tried"
"11199","k and",6,"k","and"
"11200","keep their",6,"keep","their"
"11201","kept in",6,"kept","in"
"11202","kick it",6,"kick","it"
"11203","kids we",6,"kids","we"
"11204","know she",6,"know","she"
"11205","know some",6,"know","some"
"11206","know someone",6,"know","someone"
"11207","know something",6,"know","something"
"11208","know them",6,"know","them"
"11209","lady gaga",6,"lady","gaga"
"11210","language and",6,"language","and"
"11211","last of",6,"last","of"
"11212","last thing",6,"last","thing"
"11213","later and",6,"later","and"
"11214","later the",6,"later","the"
"11215","later this",6,"later","this"
"11216","law to",6,"law","to"
"11217","lead the",6,"lead","the"
"11218","learn a",6,"learn","a"
"11219","least once",6,"least","once"
"11220","legs and",6,"legs","and"
"11221","let him",6,"let","him"
"11222","let your",6,"let","your"
"11223","levels of",6,"levels","of"
"11224","life on",6,"life","on"
"11225","life so",6,"life","so"
"11226","life would",6,"life","would"
"11227","light a",6,"light","a"
"11228","like but",6,"like","but"
"11229","like im",6,"like","im"
"11230","like most",6,"like","most"
"11231","like people",6,"like","people"
"11232","like so",6,"like","so"
"11233","liked the",6,"liked","the"
"11234","likely be",6,"likely","be"
"11235","limited to",6,"limited","to"
"11236","line and",6,"line","and"
"11237","line between",6,"line","between"
"11238","list for",6,"list","for"
"11239","little guy",6,"little","guy"
"11240","little over",6,"little","over"
"11241","little while",6,"little","while"
"11242","live and",6,"live","and"
"11243","live from",6,"live","from"
"11244","live here",6,"live","here"
"11245","live on",6,"live","on"
"11246","living life",6,"living","life"
"11247","lol but",6,"lol","but"
"11248","lol that",6,"lol","that"
"11249","lol you",6,"lol","you"
"11250","long enough",6,"long","enough"
"11251","long night",6,"long","night"
"11252","look on",6,"look","on"
"11253","looking into",6,"looking","into"
"11254","lord and",6,"lord","and"
"11255","loss and",6,"loss","and"
"11256","lost her",6,"lost","her"
"11257","lost the",6,"lost","the"
"11258","love about",6,"love","about"
"11259","love as",6,"love","as"
"11260","love in",6,"love","in"
"11261","love ur",6,"love","ur"
"11262","loved her",6,"loved","her"
"11263","loving it",6,"loving","it"
"11264","loving this",6,"loving","this"
"11265","lower than",6,"lower","than"
"11266","luck and",6,"luck","and"
"11267","lucky enough",6,"lucky","enough"
"11268","lucky one",6,"lucky","one"
"11269","luther king",6,"luther","king"
"11270","machine is",6,"machine","is"
"11271","made his",6,"made","his"
"11272","made our",6,"made","our"
"11273","made them",6,"made","them"
"11274","make one",6,"make","one"
"11275","make our",6,"make","our"
"11276","make things",6,"make","things"
"11277","making fun",6,"making","fun"
"11278","making this",6,"making","this"
"11279","man he",6,"man","he"
"11280","man the",6,"man","the"
"11281","many different",6,"many","different"
"11282","many great",6,"many","great"
"11283","marketing and",6,"marketing","and"
"11284","marriage is",6,"marriage","is"
"11285","married to",6,"married","to"
"11286","martin luther",6,"martin","luther"
"11287","may well",6,"may","well"
"11288","maybe he",6,"maybe","he"
"11289","maybe if",6,"maybe","if"
"11290","maybe the",6,"maybe","the"
"11291","maybe they",6,"maybe","they"
"11292","me away",6,"me","away"
"11293","me being",6,"me","being"
"11294","me good",6,"me","good"
"11295","me its",6,"me","its"
"11296","me really",6,"me","really"
"11297","me started",6,"me","started"
"11298","me thinking",6,"me","thinking"
"11299","me through",6,"me","through"
"11300","me where",6,"me","where"
"11301","me who",6,"me","who"
"11302","media and",6,"media","and"
"11303","media is",6,"media","is"
"11304","meet and",6,"meet","and"
"11305","meet them",6,"meet","them"
"11306","men who",6,"men","who"
"11307","mental health",6,"mental","health"
"11308","mention i",6,"mention","i"
"11309","met and",6,"met","and"
"11310","met with",6,"met","with"
"11311","michael jackson",6,"michael","jackson"
"11312","might even",6,"might","even"
"11313","mind of",6,"mind","of"
"11314","mind you",6,"mind","you"
"11315","mind your",6,"mind","your"
"11316","mine is",6,"mine","is"
"11317","minutes and",6,"minutes","and"
"11318","mission to",6,"mission","to"
"11319","mixture of",6,"mixture","of"
"11320","mobile phone",6,"mobile","phone"
"11321","moment and",6,"moment","and"
"11322","moment of",6,"moment","of"
"11323","monday i",6,"monday","i"
"11324","month we",6,"month","we"
"11325","more but",6,"more","but"
"11326","more difficult",6,"more","difficult"
"11327","more importantly",6,"more","importantly"
"11328","more powerful",6,"more","powerful"
"11329","more this",6,"more","this"
"11330","more you",6,"more","you"
"11331","morning for",6,"morning","for"
"11332","morning when",6,"morning","when"
"11333","most amazing",6,"most","amazing"
"11334","most welcome",6,"most","welcome"
"11335","mother and",6,"mother","and"
"11336","move and",6,"move","and"
"11337","move in",6,"move","in"
"11338","moving on",6,"moving","on"
"11339","moving the",6,"moving","the"
"11340","much different",6,"much","different"
"11341","much less",6,"much","less"
"11342","much we",6,"much","we"
"11343","multiple times",6,"multiple","times"
"11344","music from",6,"music","from"
"11345","music on",6,"music","on"
"11346","music videos",6,"music","videos"
"11347","my all",6,"my","all"
"11348","my aunt",6,"my","aunt"
"11349","my bad",6,"my","bad"
"11350","my bf",6,"my","bf"
"11351","my breath",6,"my","breath"
"11352","my coffee",6,"my","coffee"
"11353","my desk",6,"my","desk"
"11354","my fb",6,"my","fb"
"11355","my finger",6,"my","finger"
"11356","my goodness",6,"my","goodness"
"11357","my grandma",6,"my","grandma"
"11358","my interest",6,"my","interest"
"11359","my journey",6,"my","journey"
"11360","my kid",6,"my","kid"
"11361","my lack",6,"my","lack"
"11362","my night",6,"my","night"
"11363","my page",6,"my","page"
"11364","my purse",6,"my","purse"
"11365","my shoulder",6,"my","shoulder"
"11366","my sons",6,"my","sons"
"11367","my weekend",6,"my","weekend"
"11368","my window",6,"my","window"
"11369","my year",6,"my","year"
"11370","myself that",6,"myself","that"
"11371","name in",6,"name","in"
"11372","name was",6,"name","was"
"11373","named after",6,"named","after"
"11374","names of",6,"names","of"
"11375","never done",6,"never","done"
"11376","never even",6,"never","even"
"11377","never mind",6,"never","mind"
"11378","never tried",6,"never","tried"
"11379","new car",6,"new","car"
"11380","new ideas",6,"new","ideas"
"11381","new ways",6,"new","ways"
"11382","new zealand",6,"new","zealand"
"11383","news i",6,"news","i"
"11384","next season",6,"next","season"
"11385","nice work",6,"nice","work"
"11386","night he",6,"night","he"
"11387","no go",6,"no","go"
"11388","no prob",6,"no","prob"
"11389","no school",6,"no","school"
"11390","no surprise",6,"no","surprise"
"11391","no words",6,"no","words"
"11392","north of",6,"north","of"
"11393","not allow",6,"not","allow"
"11394","not allowed",6,"not","allowed"
"11395","not before",6,"not","before"
"11396","not cry",6,"not","cry"
"11397","not decide",6,"not","decide"
"11398","not die",6,"not","die"
"11399","not doing",6,"not","doing"
"11400","not dumb",6,"not","dumb"
"11401","not easy",6,"not","easy"
"11402","not from",6,"not","from"
"11403","not hang",6,"not","hang"
"11404","not he",6,"not","he"
"11405","not its",6,"not","its"
"11406","not leave",6,"not","leave"
"11407","not live",6,"not","live"
"11408","not long",6,"not","long"
"11409","not love",6,"not","love"
"11410","not trust",6,"not","trust"
"11411","not use",6,"not","use"
"11412","not watch",6,"not","watch"
"11413","not wear",6,"not","wear"
"11414","not worth",6,"not","worth"
"11415","not write",6,"not","write"
"11416","noted that",6,"noted","that"
"11417","nothing in",6,"nothing","in"
"11418","noticed a",6,"noticed","a"
"11419","noting that",6,"noting","that"
"11420","novel is",6,"novel","is"
"11421","now lol",6,"now","lol"
"11422","now thanks",6,"now","thanks"
"11423","now was",6,"now","was"
"11424","of americans",6,"of","americans"
"11425","of anything",6,"of","anything"
"11426","of baltimore",6,"of","baltimore"
"11427","of black",6,"of","black"
"11428","of business",6,"of","business"
"11429","of color",6,"of","color"
"11430","of community",6,"of","community"
"11431","of different",6,"of","different"
"11432","of five",6,"of","five"
"11433","of free",6,"of","free"
"11434","of government",6,"of","government"
"11435","of growing",6,"of","growing"
"11436","of help",6,"of","help"
"11437","of ice",6,"of","ice"
"11438","of ideas",6,"of","ideas"
"11439","of interest",6,"of","interest"
"11440","of john",6,"of","john"
"11441","of learning",6,"of","learning"
"11442","of light",6,"of","light"
"11443","of million",6,"of","million"
"11444","of most",6,"of","most"
"11445","of pizza",6,"of","pizza"
"11446","of police",6,"of","police"
"11447","of reasons",6,"of","reasons"
"11448","of salt",6,"of","salt"
"11449","of sexual",6,"of","sexual"
"11450","of sin",6,"of","sin"
"11451","of small",6,"of","small"
"11452","of stuff",6,"of","stuff"
"11453","of sugar",6,"of","sugar"
"11454","of tea",6,"of","tea"
"11455","of why",6,"of","why"
"11456","of wine",6,"of","wine"
"11457","of working",6,"of","working"
"11458","off by",6,"off","by"
"11459","off our",6,"off","our"
"11460","off today",6,"off","today"
"11461","off when",6,"off","when"
"11462","office is",6,"office","is"
"11463","often as",6,"often","as"
"11464","oh boy",6,"oh","boy"
"11465","oh so",6,"oh","so"
"11466","oh this",6,"oh","this"
"11467","oil in",6,"oil","in"
"11468","old i",6,"old","i"
"11469","old people",6,"old","people"
"11470","old town",6,"old","town"
"11471","on christmas",6,"on","christmas"
"11472","on ebay",6,"on","ebay"
"11473","on espn",6,"on","espn"
"11474","on fridays",6,"on","fridays"
"11475","on from",6,"on","from"
"11476","on is",6,"on","is"
"11477","on july",6,"on","july"
"11478","on someone",6,"on","someone"
"11479","on those",6,"on","those"
"11480","on vacation",6,"on","vacation"
"11481","on when",6,"on","when"
"11482","once upon",6,"once","upon"
"11483","one as",6,"one","as"
"11484","one lucky",6,"one","lucky"
"11485","one side",6,"one","side"
"11486","only i",6,"only","i"
"11487","only just",6,"only","just"
"11488","only person",6,"only","person"
"11489","open up",6,"open","up"
"11490","opportunities for",6,"opportunities","for"
"11491","or because",6,"or","because"
