"","word","freq","first_Nmin1","last","first","second"
"7776","night we had",4,"night we","had","night","we"
"7777","no i have",4,"no i","have","no","i"
"7778","no idea that",4,"no idea","that","no","idea"
"7779","no longer have",4,"no longer","have","no","longer"
"7780","no matter the",4,"no matter","the","no","matter"
"7781","no matter who",4,"no matter","who","no","matter"
"7782","no need for",4,"no need","for","no","need"
"7783","no problem thanks",4,"no problem","thanks","no","problem"
"7784","no reason at",4,"no reason","at","no","reason"
"7785","no this is",4,"no this","is","no","this"
"7786","no time to",4,"no time","to","no","time"
"7787","not be afraid",4,"not be","afraid","not","be"
"7788","not be an",4,"not be","an","not","be"
"7789","not be happier",4,"not be","happier","not","be"
"7790","not be so",4,"not be","so","not","be"
"7791","not be the",4,"not be","the","not","be"
"7792","not but i",4,"not but","i","not","but"
"7793","not even a",4,"not even","a","not","even"
"7794","not find a",4,"not find","a","not","find"
"7795","not find the",4,"not find","the","not","find"
"7796","not get a",4,"not get","a","not","get"
"7797","not get any",4,"not get","any","not","get"
"7798","not get enough",4,"not get","enough","not","get"
"7799","not get the",4,"not get","the","not","get"
"7800","not go into",4,"not go","into","not","go"
"7801","not have enough",4,"not have","enough","not","have"
"7802","not interested in",4,"not interested","in","not","interested"
"7803","not know me",4,"not know","me","not","know"
"7804","not like it",4,"not like","it","not","like"
"7805","not like that",4,"not like","that","not","like"
"7806","not like you",4,"not like","you","not","like"
"7807","not listen to",4,"not listen","to","not","listen"
"7808","not make sense",4,"not make","sense","not","make"
"7809","not mean to",4,"not mean","to","not","mean"
"7810","not mind if",4,"not mind","if","not","mind"
"7811","not miss it",4,"not miss","it","not","miss"
"7812","not only have",4,"not only","have","not","only"
"7813","not quite sure",4,"not quite","sure","not","quite"
"7814","not really do",4,"not really","do","not","really"
"7815","not remember the",4,"not remember","the","not","remember"
"7816","not say that",4,"not say","that","not","say"
"7817","not see it",4,"not see","it","not","see"
"7818","not see the",4,"not see","the","not","see"
"7819","not sleep so",4,"not sleep","so","not","sleep"
"7820","not so sure",4,"not so","sure","not","so"
"7821","not supposed to",4,"not supposed","to","not","supposed"
"7822","not tell you",4,"not tell","you","not","tell"
"7823","not text me",4,"not text","me","not","text"
"7824","not that bad",4,"not that","bad","not","that"
"7825","not to say",4,"not to","say","not","to"
"7826","not want you",4,"not want","you","not","want"
"7827","not what you",4,"not what","you","not","what"
"7828","nothing in the",4,"nothing in","the","nothing","in"
"7829","nothing more than",4,"nothing more","than","nothing","more"
"7830","now all i",4,"now all","i","now","all"
"7831","now have to",4,"now have","to","now","have"
"7832","now he is",4,"now he","is","now","he"
"7833","now i want",4,"now i","want","now","i"
"7834","now i would",4,"now i","would","now","i"
"7835","now that it",4,"now that","it","now","that"
"7836","now this is",4,"now this","is","now","this"
"7837","now time to",4,"now time","to","now","time"
"7838","now you are",4,"now you","are","now","you"
"7839","of a little",4,"of a","little","of","a"
"7840","of a time",4,"of a","time","of","a"
"7841","of all my",4,"of all","my","of","all"
"7842","of all that",4,"of all","that","of","all"
"7843","of all things",4,"of all","things","of","all"
"7844","of all this",4,"of all","this","of","all"
"7845","of any sort",4,"of any","sort","of","any"
"7846","of april and",4,"of april","and","of","april"
"7847","of coffee and",4,"of coffee","and","of","coffee"
"7848","of course that",4,"of course","that","of","course"
"7849","of course there",4,"of course","there","of","course"
"7850","of course we",4,"of course","we","of","course"
"7851","of course you",4,"of course","you","of","course"
"7852","of dealing with",4,"of dealing","with","of","dealing"
"7853","of each other",4,"of each","other","of","each"
"7854","of it all",4,"of it","all","of","it"
"7855","of jesus christ",4,"of jesus","christ","of","jesus"
"7856","of last year",4,"of last","year","of","last"
"7857","of last years",4,"of last","years","of","last"
"7858","of me i",4,"of me","i","of","me"
"7859","of more than",4,"of more","than","of","more"
"7860","of my hand",4,"of my","hand","of","my"
"7861","of my head",4,"of my","head","of","my"
"7862","of other people",4,"of other","people","of","other"
"7863","of our favorite",4,"of our","favorite","of","our"
"7864","of our lives",4,"of our","lives","of","our"
"7865","of our own",4,"of our","own","of","our"
"7866","of people to",4,"of people","to","of","people"
"7867","of some of",4,"of some","of","of","some"
"7868","of the above",4,"of the","above","of","the"
"7869","of the bands",4,"of the","bands","of","the"
"7870","of the citys",4,"of the","citys","of","the"
"7871","of the dark",4,"of the","dark","of","the"
"7872","of the days",4,"of the","days","of","the"
"7873","of the entire",4,"of the","entire","of","the"
"7874","of the fabric",4,"of the","fabric","of","the"
"7875","of the federal",4,"of the","federal","of","the"
"7876","of the hill",4,"of the","hill","of","the"
"7877","of the home",4,"of the","home","of","the"
"7878","of the land",4,"of the","land","of","the"
"7879","of the man",4,"of the","man","of","the"
"7880","of the matter",4,"of the","matter","of","the"
"7881","of the morning",4,"of the","morning","of","the"
"7882","of the nicest",4,"of the","nicest","of","the"
"7883","of the old",4,"of the","old","of","the"
"7884","of the ones",4,"of the","ones","of","the"
"7885","of the place",4,"of the","place","of","the"
"7886","of the planet",4,"of the","planet","of","the"
"7887","of the problem",4,"of the","problem","of","the"
"7888","of the reason",4,"of the","reason","of","the"
"7889","of the reasons",4,"of the","reasons","of","the"
"7890","of the school",4,"of the","school","of","the"
"7891","of the spirit",4,"of the","spirit","of","the"
"7892","of the states",4,"of the","states","of","the"
"7893","of the stuff",4,"of the","stuff","of","the"
"7894","of the titans",4,"of the","titans","of","the"
"7895","of the western",4,"of the","western","of","the"
"7896","of the worst",4,"of the","worst","of","the"
"7897","of them is",4,"of them","is","of","them"
"7898","of them to",4,"of them","to","of","them"
"7899","of them will",4,"of them","will","of","them"
"7900","of them you",4,"of them","you","of","them"
"7901","of this is",4,"of this","is","of","this"
"7902","of trying to",4,"of trying","to","of","trying"
"7903","of weeks ago",4,"of weeks","ago","of","weeks"
"7904","of what he",4,"of what","he","of","what"
"7905","of what it",4,"of what","it","of","what"
"7906","of what we",4,"of what","we","of","what"
"7907","of which i",4,"of which","i","of","which"
"7908","of who we",4,"of who","we","of","who"
"7909","of work and",4,"of work","and","of","work"
"7910","of you have",4,"of you","have","of","you"
"7911","of you will",4,"of you","will","of","you"
"7912","of you you",4,"of you","you","of","you"
"7913","of your family",4,"of your","family","of","your"
"7914","off the coast",4,"off the","coast","off","the"
"7915","off the hook",4,"off the","hook","off","the"
"7916","oh my goodness",4,"oh my","goodness","oh","my"
"7917","oh yeah i",4,"oh yeah","i","oh","yeah"
"7918","oil in a",4,"oil in","a","oil","in"
"7919","okay i am",4,"okay i","am","okay","i"
"7920","on a bus",4,"on a","bus","on","a"
"7921","on a date",4,"on a","date","on","a"
"7922","on a day",4,"on a","day","on","a"
"7923","on a journey",4,"on a","journey","on","a"
"7924","on a long",4,"on a","long","on","a"
"7925","on a rainy",4,"on a","rainy","on","a"
"7926","on a tight",4,"on a","tight","on","a"
"7927","on april th",4,"on april","th","on","april"
"7928","on her face",4,"on her","face","on","her"
"7929","on hold for",4,"on hold","for","on","hold"
"7930","on how it",4,"on how","it","on","how"
"7931","on it for",4,"on it","for","on","it"
"7932","on me for",4,"on me","for","on","me"
"7933","on my face",4,"on my","face","on","my"
"7934","on my last",4,"on my","last","on","my"
"7935","on my new",4,"on my","new","on","my"
"7936","on that front",4,"on that","front","on","that"
"7937","on the calendar",4,"on the","calendar","on","the"
"7938","on the day",4,"on the","day","on","the"
"7939","on the edge",4,"on the","edge","on","the"
"7940","on the importance",4,"on the","importance","on","the"
"7941","on the launch",4,"on the","launch","on","the"
"7942","on the light",4,"on the","light","on","the"
"7943","on the link",4,"on the","link","on","the"
"7944","on the morning",4,"on the","morning","on","the"
"7945","on the planet",4,"on the","planet","on","the"
"7946","on the red",4,"on the","red","on","the"
"7947","on the table",4,"on the","table","on","the"
"7948","on the topic",4,"on the","topic","on","the"
"7949","on the website",4,"on the","website","on","the"
"7950","on their way",4,"on their","way","on","their"
"7951","on this journey",4,"on this","journey","on","this"
"7952","on to my",4,"on to","my","on","to"
"7953","on top and",4,"on top","and","on","top"
"7954","on twitter for",4,"on twitter","for","on","twitter"
"7955","on twitter or",4,"on twitter","or","on","twitter"
"7956","on what i",4,"on what","i","on","what"
"7957","on what is",4,"on what","is","on","what"
"7958","once a week",4,"once a","week","once","a"
"7959","once you have",4,"once you","have","once","you"
"7960","one in a",4,"one in","a","one","in"
"7961","one side of",4,"one side","of","one","side"
"7962","one way or",4,"one way","or","one","way"
"7963","only if you",4,"only if","you","only","if"
"7964","only one thing",4,"only one","thing","only","one"
"7965","only one who",4,"only one","who","only","one"
"7966","only problem is",4,"only problem","is","only","problem"
"7967","only thing that",4,"only thing","that","only","thing"
"7968","only thing you",4,"only thing","you","only","thing"
"7969","or even a",4,"or even","a","or","even"
"7970","or so and",4,"or so","and","or","so"
"7971","other hand is",4,"other hand","is","other","hand"
"7972","other than that",4,"other than","that","other","than"
"7973","out for me",4,"out for","me","out","for"
"7974","out in my",4,"out in","my","out","in"
"7975","out into the",4,"out into","the","out","into"
"7976","out it is",4,"out it","is","out","it"
"7977","out of here",4,"out of","here","out","of"
"7978","out of his",4,"out of","his","out","of"
"7979","out on a",4,"out on","a","out","on"
"7980","out our new",4,"out our","new","out","our"
"7981","out thank you",4,"out thank","you","out","thank"
"7982","out the possibility",4,"out the","possibility","out","the"
"7983","out there and",4,"out there","and","out","there"
"7984","out there that",4,"out there","that","out","there"
"7985","out to get",4,"out to","get","out","to"
"7986","out to you",4,"out to","you","out","to"
"7987","out what the",4,"out what","the","out","what"
"7988","out what to",4,"out what","to","out","what"
"7989","outside it is",4,"outside it","is","outside","it"
"7990","oven to degrees",4,"oven to","degrees","oven","to"
"7991","over at the",4,"over at","the","over","at"
"7992","parents who have",4,"parents who","have","parents","who"
"7993","part of it",4,"part of","it","part","of"
"7994","participating in a",4,"participating in","a","participating","in"
"7995","past few days",4,"past few","days","past","few"
"7996","people out there",4,"people out","there","people","out"
"7997","people will not",4,"people will","not","people","will"
"7998","perhaps the most",4,"perhaps the","most","perhaps","the"
"7999","person in the",4,"person in","the","person","in"
"8000","perspective on the",4,"perspective on","the","perspective","on"
"8001","pic of you",4,"pic of","you","pic","of"
"8002","picked it up",4,"picked it","up","picked","it"
"8003","place at the",4,"place at","the","place","at"
"8004","place to start",4,"place to","start","place","to"
"8005","places in the",4,"places in","the","places","in"
"8006","plan was to",4,"plan was","to","plan","was"
"8007","plans for the",4,"plans for","the","plans","for"
"8008","play for the",4,"play for","the","play","for"
"8009","play in the",4,"play in","the","play","in"
"8010","player of the",4,"player of","the","player","of"
"8011","please be patient",4,"please be","patient","please","be"
"8012","please help us",4,"please help","us","please","help"
"8013","please tell me",4,"please tell","me","please","tell"
"8014","point i am",4,"point i","am","point","i"
"8015","point is that",4,"point is","that","point","is"
"8016","point out that",4,"point out","that","point","out"
"8017","portion of the",4,"portion of","the","portion","of"
"8018","post a link",4,"post a","link","post","a"
"8019","pot and add",4,"pot and","add","pot","and"
"8020","praying for you",4,"praying for","you","praying","for"
"8021","preheat the oven",4,"preheat the","oven","preheat","the"
"8022","pretend to be",4,"pretend to","be","pretend","to"
"8023","pretty much everything",4,"pretty much","everything","pretty","much"
"8024","pretty much the",4,"pretty much","the","pretty","much"
"8025","probably not going",4,"probably not","going","probably","not"
"8026","probably the most",4,"probably the","most","probably","the"
"8027","proud of him",4,"proud of","him","proud","of"
"8028","proud of that",4,"proud of","that","proud","of"
"8029","proud to be",4,"proud to","be","proud","to"
"8030","prove to be",4,"prove to","be","prove","to"
"8031","pull off a",4,"pull off","a","pull","off"
"8032","purpose is to",4,"purpose is","to","purpose","is"
"8033","put me in",4,"put me","in","put","me"
"8034","put on the",4,"put on","the","put","on"
"8035","put them in",4,"put them","in","put","them"
"8036","question of the",4,"question of","the","question","of"
"8037","question would be",4,"question would","be","question","would"
"8038","quick and easy",4,"quick and","easy","quick","and"
"8039","race to the",4,"race to","the","race","to"
"8040","rather than the",4,"rather than","the","rather","than"
"8041","read in the",4,"read in","the","read","in"
"8042","readers of this",4,"readers of","this","readers","of"
"8043","reading a book",4,"reading a","book","reading","a"
"8044","ready for another",4,"ready for","another","ready","for"
"8045","ready for this",4,"ready for","this","ready","for"
"8046","realize that i",4,"realize that","i","realize","that"
"8047","really does not",4,"really does","not","really","does"
"8048","really know what",4,"really know","what","really","know"
"8049","really like it",4,"really like","it","really","like"
"8050","really that is",4,"really that","is","really","that"
"8051","really want a",4,"really want","a","really","want"
"8052","remember when i",4,"remember when","i","remember","when"
"8053","reminded me of",4,"reminded me","of","reminded","me"
"8054","reminded me that",4,"reminded me","that","reminded","me"
"8055","rest of my",4,"rest of","my","rest","of"
"8056","rest of us",4,"rest of","us","rest","of"
"8057","right from the",4,"right from","the","right","from"
"8058","right in front",4,"right in","front","right","in"
"8059","right now it",4,"right now","it","right","now"
"8060","right now you",4,"right now","you","right","now"
"8061","right on the",4,"right on","the","right","on"
"8062","rise of the",4,"rise of","the","rise","of"
"8063","rise to the",4,"rise to","the","rise","to"
"8064","rock n roll",4,"rock n","roll","rock","n"
"8065","rt happy birthday",4,"rt happy","birthday","rt","happy"
"8066","rt i love",4,"rt i","love","rt","i"
"8067","rt if your",4,"rt if","your","rt","if"
"8068","rt thank you",4,"rt thank","you","rt","thank"
"8069","rt we are",4,"rt we","are","rt","we"
"8070","run through the",4,"run through","the","run","through"
"8071","sad to see",4,"sad to","see","sad","to"
"8072","said and i",4,"said and","i","said","and"
"8073","said he had",4,"said he","had","said","he"
"8074","said i do",4,"said i","do","said","i"
"8075","said i have",4,"said i","have","said","i"
"8076","said if you",4,"said if","you","said","if"
"8077","said it is",4,"said it","is","said","it"
"8078","said that he",4,"said that","he","said","that"
"8079","said that if",4,"said that","if","said","that"
"8080","said this is",4,"said this","is","said","this"
"8081","said to me",4,"said to","me","said","to"
"8082","same amount of",4,"same amount","of","same","amount"
"8083","save me a",4,"save me","a","save","me"
"8084","say hi to",4,"say hi","to","say","hi"
"8085","say i love",4,"say i","love","say","i"
"8086","say i was",4,"say i","was","say","i"
"8087","say it is",4,"say it","is","say","it"
"8088","say that he",4,"say that","he","say","that"
"8089","say the least",4,"say the","least","say","the"
"8090","say to you",4,"say to","you","say","to"
"8091","says i do",4,"says i","do","says","i"
"8092","says that the",4,"says that","the","says","that"
"8093","school and i",4,"school and","i","school","and"
"8094","searching for a",4,"searching for","a","searching","for"
"8095","see how he",4,"see how","he","see","how"
"8096","see how it",4,"see how","it","see","how"
"8097","see if they",4,"see if","they","see","if"
"8098","see if we",4,"see if","we","see","if"
"8099","see it in",4,"see it","in","see","it"
"8100","see the avengers",4,"see the","avengers","see","the"
"8101","see the movie",4,"see the","movie","see","the"
"8102","see what i",4,"see what","i","see","what"
"8103","see you guys",4,"see you","guys","see","you"
"8104","see you in",4,"see you","in","see","you"
"8105","see you next",4,"see you","next","see","you"
"8106","see you tonight",4,"see you","tonight","see","you"
"8107","seem like a",4,"seem like","a","seem","like"
"8108","send an email",4,"send an","email","send","an"
"8109","sense of humor",4,"sense of","humor","sense","of"
"8110","sent to the",4,"sent to","the","sent","to"
"8111","sent you a",4,"sent you","a","sent","you"
"8112","set up the",4,"set up","the","set","up"
"8113","she follows back",4,"she follows","back","she","follows"
"8114","she had to",4,"she had","to","she","had"
"8115","she has no",4,"she has","no","she","has"
"8116","she is going",4,"she is","going","she","is"
"8117","she is just",4,"she is","just","she","is"
"8118","she is right",4,"she is","right","she","is"
"8119","she would not",4,"she would","not","she","would"
"8120","should be fixed",4,"should be","fixed","should","be"
"8121","should be interesting",4,"should be","interesting","should","be"
"8122","should do a",4,"should do","a","should","do"
"8123","should get a",4,"should get","a","should","get"
"8124","should have a",4,"should have","a","should","have"
"8125","should i buy",4,"should i","buy","should","i"
"8126","show you how",4,"show you","how","show","you"
"8127","side of a",4,"side of","a","side","of"
"8128","since i can",4,"since i","can","since","i"
"8129","since i used",4,"since i","used","since","i"
"8130","since they are",4,"since they","are","since","they"
"8131","sitting at the",4,"sitting at","the","sitting","at"
"8132","sitting in the",4,"sitting in","the","sitting","in"
"8133","size of the",4,"size of","the","size","of"
"8134","sleep so i",4,"sleep so","i","sleep","so"
"8135","small amount of",4,"small amount","of","small","amount"
"8136","so are you",4,"so are","you","so","are"
"8137","so cool to",4,"so cool","to","so","cool"
"8138","so far i",4,"so far","i","so","far"
"8139","so fun to",4,"so fun","to","so","fun"
"8140","so hard on",4,"so hard","on","so","hard"
"8141","so here is",4,"so here","is","so","here"
"8142","so i cant",4,"so i","cant","so","i"
"8143","so i dont",4,"so i","dont","so","i"
"8144","so i got",4,"so i","got","so","i"
"8145","so i hope",4,"so i","hope","so","i"
"8146","so i know",4,"so i","know","so","i"
"8147","so i really",4,"so i","really","so","i"
"8148","so it would",4,"so it","would","so","it"
"8149","so lucky to",4,"so lucky","to","so","lucky"
"8150","so many great",4,"so many","great","so","many"
"8151","so many of",4,"so many","of","so","many"
"8152","so many things",4,"so many","things","so","many"
"8153","so much about",4,"so much","about","so","much"
"8154","so much and",4,"so much","and","so","much"
"8155","so much of",4,"so much","of","so","much"
"8156","so much so",4,"so much","so","so","much"
"8157","so much time",4,"so much","time","so","much"
"8158","so thankful for",4,"so thankful","for","so","thankful"
"8159","so that they",4,"so that","they","so","that"
"8160","so tired of",4,"so tired","of","so","tired"
"8161","so to for",4,"so to","for","so","to"
"8162","so to my",4,"so to","my","so","to"
"8163","so to the",4,"so to","the","so","to"
"8164","so we could",4,"so we","could","so","we"
"8165","so we have",4,"so we","have","so","we"
"8166","so you are",4,"so you","are","so","you"
"8167","social media is",4,"social media","is","social","media"
"8168","some of their",4,"some of","their","some","of"
"8169","some of those",4,"some of","those","some","of"
"8170","some of your",4,"some of","your","some","of"
"8171","some people have",4,"some people","have","some","people"
"8172","some would say",4,"some would","say","some","would"
"8173","someone in the",4,"someone in","the","someone","in"
"8174","someone who is",4,"someone who","is","someone","who"
"8175","someone with a",4,"someone with","a","someone","with"
"8176","something i would",4,"something i","would","something","i"
"8177","something like this",4,"something like","this","something","like"
"8178","something that i",4,"something that","i","something","that"
"8179","something that was",4,"something that","was","something","that"
"8180","something to be",4,"something to","be","something","to"
"8181","sometimes i think",4,"sometimes i","think","sometimes","i"
"8182","song for the",4,"song for","the","song","for"
"8183","soon as you",4,"soon as","you","soon","as"
"8184","sooner or later",4,"sooner or","later","sooner","or"
"8185","sooner rather than",4,"sooner rather","than","sooner","rather"
"8186","sorry about the",4,"sorry about","the","sorry","about"
"8187","sound like a",4,"sound like","a","sound","like"
"8188","sounds like an",4,"sounds like","an","sounds","like"
"8189","spirit of the",4,"spirit of","the","spirit","of"
"8190","st pattys day",4,"st pattys","day","st","pattys"
"8191","standing in front",4,"standing in","front","standing","in"
"8192","start of the",4,"start of","the","start","of"
"8193","start the day",4,"start the","day","start","the"
"8194","start to finish",4,"start to","finish","start","to"
"8195","started with the",4,"started with","the","started","with"
"8196","starting to get",4,"starting to","get","starting","to"
"8197","state of the",4,"state of","the","state","of"
"8198","stepped up to",4,"stepped up","to","stepped","up"
"8199","still have a",4,"still have","a","still","have"
"8200","still i am",4,"still i","am","still","i"
"8201","still in the",4,"still in","the","still","in"
"8202","still the same",4,"still the","same","still","the"
"8203","sure how to",4,"sure how","to","sure","how"
"8204","sure if it",4,"sure if","it","sure","if"
"8205","sure if you",4,"sure if","you","sure","if"
"8206","sure what i",4,"sure what","i","sure","what"
"8207","take a few",4,"take a","few","take","a"
"8208","take a minute",4,"take a","minute","take","a"
"8209","take pictures of",4,"take pictures","of","take","pictures"
"8210","taking advantage of",4,"taking advantage","of","taking","advantage"
"8211","taking the time",4,"taking the","time","taking","the"
"8212","talk about a",4,"talk about","a","talk","about"
"8213","talk to the",4,"talk to","the","talk","to"
"8214","talking about it",4,"talking about","it","talking","about"
"8215","talking about you",4,"talking about","you","talking","about"
"8216","talking to a",4,"talking to","a","talking","to"
"8217","tell me that",4,"tell me","that","tell","me"
"8218","tell me to",4,"tell me","to","tell","me"
"8219","tell me you",4,"tell me","you","tell","me"
"8220","tell you why",4,"tell you","why","tell","you"
"8221","th and th",4,"th and","th","th","and"
"8222","th be with",4,"th be","with","th","be"
"8223","th in the",4,"th in","the","th","in"
"8224","than i could",4,"than i","could","than","i"
"8225","than i thought",4,"than i","thought","than","i"
"8226","than the other",4,"than the","other","than","the"
"8227","than the previous",4,"than the","previous","than","the"
"8228","than you think",4,"than you","think","than","you"
"8229","thank you all",4,"thank you","all","thank","you"
"8230","thanks for letting",4,"thanks for","letting","thanks","for"
"8231","thanks for tweeting",4,"thanks for","tweeting","thanks","for"
"8232","thanks i am",4,"thanks i","am","thanks","i"
"8233","that but i",4,"that but","i","that","but"
"8234","that can not",4,"that can","not","that","can"
"8235","that for the",4,"that for","the","that","for"
"8236","that he has",4,"that he","has","that","he"
"8237","that i havent",4,"that i","havent","that","i"
"8238","that i know",4,"that i","know","that","i"
"8239","that i still",4,"that i","still","that","i"
"8240","that i used",4,"that i","used","that","i"
"8241","that is about",4,"that is","about","that","is"
"8242","that is always",4,"that is","always","that","is"
"8243","that is as",4,"that is","as","that","is"
"8244","that is going",4,"that is","going","that","is"
"8245","that is something",4,"that is","something","that","is"
"8246","that is too",4,"that is","too","that","is"
"8247","that it can",4,"that it","can","that","it"
"8248","that moment i",4,"that moment","i","that","moment"
"8249","that my daughter",4,"that my","daughter","that","my"
"8250","that my mom",4,"that my","mom","that","my"
"8251","that she would",4,"that she","would","that","she"
"8252","that the bbc",4,"that the","bbc","that","the"
"8253","that the old",4,"that the","old","that","the"
"8254","that the truth",4,"that the","truth","that","the"
"8255","that there were",4,"that there","were","that","there"
"8256","that they could",4,"that they","could","that","they"
"8257","that they do",4,"that they","do","that","they"
"8258","that this was",4,"that this","was","that","this"
"8259","that those who",4,"that those","who","that","those"
"8260","that type of",4,"that type","of","that","type"
"8261","that we all",4,"that we","all","that","we"
"8262","that we do",4,"that we","do","that","we"
"8263","that when she",4,"that when","she","that","when"
"8264","that would have",4,"that would","have","that","would"
"8265","that would like",4,"that would","like","that","would"
"8266","that you may",4,"that you","may","that","you"
"8267","that you need",4,"that you","need","that","you"
"8268","that you should",4,"that you","should","that","you"
"8269","that you want",4,"that you","want","that","you"
"8270","the bay area",4,"the bay","area","the","bay"
"8271","the best day",4,"the best","day","the","best"
"8272","the best the",4,"the best","the","the","best"
"8273","the big city",4,"the big","city","the","big"
"8274","the bus and",4,"the bus","and","the","bus"
"8275","the car was",4,"the car","was","the","car"
"8276","the card and",4,"the card","and","the","card"
"8277","the cast of",4,"the cast","of","the","cast"
"8278","the church of",4,"the church","of","the","church"
"8279","the coast of",4,"the coast","of","the","coast"
"8280","the cold weather",4,"the cold","weather","the","cold"
"8281","the company said",4,"the company","said","the","company"
"8282","the day after",4,"the day","after","the","day"
"8283","the day in",4,"the day","in","the","day"
"8284","the day we",4,"the day","we","the","day"
"8285","the door to",4,"the door","to","the","door"
"8286","the entire world",4,"the entire","world","the","entire"
"8287","the face of",4,"the face","of","the","face"
"8288","the fact is",4,"the fact","is","the","fact"
"8289","the fact of",4,"the fact","of","the","fact"
"8290","the ff love",4,"the ff","love","the","ff"
"8291","the film was",4,"the film","was","the","film"
"8292","the first is",4,"the first","is","the","first"
"8293","the first thing",4,"the first","thing","the","first"
"8294","the first two",4,"the first","two","the","first"
"8295","the future when",4,"the future","when","the","future"
"8296","the game is",4,"the game","is","the","game"
"8297","the gift of",4,"the gift","of","the","gift"
"8298","the government is",4,"the government","is","the","government"
"8299","the government should",4,"the government","should","the","government"
"8300","the ground and",4,"the ground","and","the","ground"
"8301","the heat of",4,"the heat","of","the","heat"
"8302","the height of",4,"the height","of","the","height"
"8303","the home of",4,"the home","of","the","home"
"8304","the house i",4,"the house","i","the","house"
"8305","the house in",4,"the house","in","the","house"
"8306","the idea that",4,"the idea","that","the","idea"
"8307","the image of",4,"the image","of","the","image"
"8308","the impact of",4,"the impact","of","the","impact"
"8309","the important thing",4,"the important","thing","the","important"
"8310","the impression that",4,"the impression","that","the","impression"
"8311","the information is",4,"the information","is","the","information"
"8312","the internet is",4,"the internet","is","the","internet"
"8313","the kids in",4,"the kids","in","the","kids"
"8314","the land of",4,"the land","of","the","land"
"8315","the likes of",4,"the likes","of","the","likes"
"8316","the list of",4,"the list","of","the","list"
"8317","the love and",4,"the love","and","the","love"
"8318","the makers of",4,"the makers","of","the","makers"
"8319","the man who",4,"the man","who","the","man"
"8320","the meantime i",4,"the meantime","i","the","meantime"
"8321","the media and",4,"the media","and","the","media"
"8322","the mistakes of",4,"the mistakes","of","the","mistakes"
"8323","the moment and",4,"the moment","and","the","moment"
"8324","the more you",4,"the more","you","the","more"
"8325","the morning and",4,"the morning","and","the","morning"
"8326","the most amazing",4,"the most","amazing","the","most"
"8327","the most effective",4,"the most","effective","the","most"
"8328","the new twitter",4,"the new","twitter","the","new"
"8329","the news of",4,"the news","of","the","news"
"8330","the next couple",4,"the next","couple","the","next"
"8331","the next morning",4,"the next","morning","the","next"
"8332","the next week",4,"the next","week","the","next"
"8333","the next weeks",4,"the next","weeks","the","next"
"8334","the night with",4,"the night","with","the","night"
"8335","the one from",4,"the one","from","the","one"
"8336","the one we",4,"the one","we","the","one"
"8337","the ones we",4,"the ones","we","the","ones"
"8338","the only ones",4,"the only","ones","the","only"
"8339","the opposite of",4,"the opposite","of","the","opposite"
"8340","the other and",4,"the other","and","the","other"
"8341","the other i",4,"the other","i","the","other"
"8342","the other thing",4,"the other","thing","the","other"
"8343","the other way",4,"the other","way","the","other"
"8344","the owners of",4,"the owners","of","the","owners"
"8345","the palm of",4,"the palm","of","the","palm"
"8346","the pan and",4,"the pan","and","the","pan"
"8347","the past days",4,"the past","days","the","past"
"8348","the people i",4,"the people","i","the","people"
"8349","the phone and",4,"the phone","and","the","phone"
"8350","the place i",4,"the place","i","the","place"
"8351","the point is",4,"the point","is","the","point"
"8352","the point that",4,"the point","that","the","point"
"8353","the potential of",4,"the potential","of","the","potential"
"8354","the pressure of",4,"the pressure","of","the","pressure"
"8355","the problem of",4,"the problem","of","the","problem"
"8356","the problem with",4,"the problem","with","the","problem"
"8357","the rate of",4,"the rate","of","the","rate"
"8358","the real reason",4,"the real","reason","the","real"
"8359","the real thing",4,"the real","thing","the","real"
"8360","the reason for",4,"the reason","for","the","reason"
"8361","the record i",4,"the record","i","the","record"
"8362","the relationship between",4,"the relationship","between","the","relationship"
"8363","the result was",4,"the result","was","the","result"
"8364","the right track",4,"the right","track","the","right"
"8365","the rise of",4,"the rise","of","the","rise"
"8366","the roar of",4,"the roar","of","the","roar"
"8367","the root of",4,"the root","of","the","root"
"8368","the same amount",4,"the same","amount","the","same"
"8369","the same for",4,"the same","for","the","same"
"8370","the same question",4,"the same","question","the","same"
"8371","the same reason",4,"the same","reason","the","same"
"8372","the space to",4,"the space","to","the","space"
"8373","the story and",4,"the story","and","the","story"
"8374","the terms of",4,"the terms","of","the","terms"
"8375","the th be",4,"the th","be","the","th"
"8376","the thing i",4,"the thing","i","the","thing"
"8377","the things we",4,"the things","we","the","things"
"8378","the time they",4,"the time","they","the","time"
"8379","the title of",4,"the title","of","the","title"
"8380","the top ten",4,"the top","ten","the","top"
"8381","the truth about",4,"the truth","about","the","truth"
"8382","the truth and",4,"the truth","and","the","truth"
"8383","the water and",4,"the water","and","the","water"
"8384","the way back",4,"the way","back","the","way"
"8385","the way from",4,"the way","from","the","way"
"8386","the west coast",4,"the west","coast","the","west"
"8387","the wind and",4,"the wind","and","the","wind"
"8388","the window and",4,"the window","and","the","window"
"8389","the working class",4,"the working","class","the","working"
"8390","the world around",4,"the world","around","the","world"
"8391","the world but",4,"the world","but","the","world"
"8392","the worst of",4,"the worst","of","the","worst"
"8393","the year that",4,"the year","that","the","year"
"8394","the years i",4,"the years","i","the","years"
"8395","them do not",4,"them do","not","them","do"
"8396","them for the",4,"them for","the","them","for"
