"","word","freq","first_Nmin1","last","first","first2","second","third"
"8757","so we decided to",2,"so we decided","to","so","so we","we","decided"
"8758","so we have to",2,"so we have","to","so","so we","we","have"
"8759","so we said yes",2,"so we said","yes","so","so we","we","said"
"8760","so we will see",2,"so we will","see","so","so we","we","will"
"8761","so what do you",2,"so what do","you","so","so what","what","do"
"8762","so what is a",2,"so what is","a","so","so what","what","is"
"8763","so what is it",2,"so what is","it","so","so what","what","is"
"8764","so who wants to",2,"so who wants","to","so","so who","who","wants"
"8765","so why am i",2,"so why am","i","so","so why","why","am"
"8766","so you can save",2,"so you can","save","so","so you","you","can"
"8767","so you know i",2,"so you know","i","so","so you","you","know"
"8768","so you want a",2,"so you want","a","so","so you","you","want"
"8769","soever ye desire when",2,"soever ye desire","when","soever","soever ye","ye","desire"
"8770","some me time in",2,"some me time","in","some","some me","me","time"
"8771","some of my favorite",2,"some of my","favorite","some","some of","of","my"
"8772","some of the best",2,"some of the","best","some","some of","of","the"
"8773","some of the more",2,"some of the","more","some","some of","of","the"
"8774","some of the other",2,"some of the","other","some","some of","of","the"
"8775","some of the stuff",2,"some of the","stuff","some","some of","of","the"
"8776","some of the things",2,"some of the","things","some","some of","of","the"
"8777","some of them are",2,"some of them","are","some","some of","of","them"
"8778","some of us have",2,"some of us","have","some","some of","of","us"
"8779","some of which are",2,"some of which","are","some","some of","of","which"
"8780","some of you will",2,"some of you","will","some","some of","of","you"
"8781","some people are just",2,"some people are","just","some","some people","people","are"
"8782","some people are not",2,"some people are","not","some","some people","people","are"
"8783","some people are so",2,"some people are","so","some","some people","people","are"
"8784","some people find it",2,"some people find","it","some","some people","people","find"
"8785","some people just do",2,"some people just","do","some","some people","people","just"
"8786","some reason i have",2,"some reason i","have","some","some reason","reason","i"
"8787","some things are just",2,"some things are","just","some","some things","things","are"
"8788","some would say that",2,"some would say","that","some","some would","would","say"
"8789","someday he will follow",2,"someday he will","follow","someday","someday he","he","will"
"8790","someone to tag along",2,"someone to tag","along","someone","someone to","to","tag"
"8791","someone who does not",2,"someone who does","not","someone","someone who","who","does"
"8792","someone who has helped",2,"someone who has","helped","someone","someone who","who","has"
"8793","someone you do not",2,"someone you do","not","someone","someone you","you","do"
"8794","something has to be",2,"something has to","be","something","something has","has","to"
"8795","something i am trying",2,"something i am","trying","something","something i","i","am"
"8796","something i can do",2,"something i can","do","something","something i","i","can"
"8797","something that is not",2,"something that is","not","something","something that","that","is"
"8798","something to be thankful",2,"something to be","thankful","something","something to","to","be"
"8799","sometimes i like to",2,"sometimes i like","to","sometimes","sometimes i","i","like"
"8800","sometimes i think i",2,"sometimes i think","i","sometimes","sometimes i","i","think"
"8801","somewhere along the line",2,"somewhere along the","line","somewhere","somewhere along","along","the"
"8802","song stuck in my",2,"song stuck in","my","song","song stuck","stuck","in"
"8803","songs that remind me",2,"songs that remind","me","songs","songs that","that","remind"
"8804","soon as i can",2,"soon as i","can","soon","soon as","as","i"
"8805","soon as i was",2,"soon as i","was","soon","soon as","as","i"
"8806","soon can not wait",2,"soon can not","wait","soon","soon can","can","not"
"8807","sorry for people who",2,"sorry for people","who","sorry","sorry for","for","people"
"8808","sorry i could not",2,"sorry i could","not","sorry","sorry i","i","could"
"8809","sorry i do not",2,"sorry i do","not","sorry","sorry i","i","do"
"8810","sorry i have been",2,"sorry i have","been","sorry","sorry i","i","have"
"8811","sorry to hear about",2,"sorry to hear","about","sorry","sorry to","to","hear"
"8812","sorry to hear that",2,"sorry to hear","that","sorry","sorry to","to","hear"
"8813","sorry we did not",2,"sorry we did","not","sorry","sorry we","we","did"
"8814","sounds like a keeper",2,"sounds like a","keeper","sounds","sounds like","like","a"
"8815","speak louder than words",2,"speak louder than","words","speak","speak louder","louder","than"
"8816","special shout out to",2,"special shout out","to","special","special shout","shout","out"
"8817","special summon the destroyed",2,"special summon the","destroyed","special","special summon","summon","the"
"8818","special thank you to",2,"special thank you","to","special","special thank","thank","you"
"8819","special thanks to for",2,"special thanks to","for","special","special thanks","thanks","to"
"8820","spend more time alone",2,"spend more time","alone","spend","spend more","more","time"
"8821","spend more time with",2,"spend more time","with","spend","spend more","more","time"
"8822","spend so much time",2,"spend so much","time","spend","spend so","so","much"
"8823","spend their entire lives",2,"spend their entire","lives","spend","spend their","their","entire"
"8824","spent some time in",2,"spent some time","in","spent","spent some","some","time"
"8825","spiral out of control",2,"spiral out of","control","spiral","spiral out","out","of"
"8826","spread the word i",2,"spread the word","i","spread","spread the","the","word"
"8827","spring is just around",2,"spring is just","around","spring","spring is","is","just"
"8828","st francis of assisi",2,"st francis of","assisi","st","st francis","francis","of"
"8829","stand in front of",2,"stand in front","of","stand","stand in","in","front"
"8830","stand in the way",2,"stand in the","way","stand","stand in","in","the"
"8831","start going to the",2,"start going to","the","start","start going","going","to"
"8832","start to the day",2,"start to the","day","start","start to","to","the"
"8833","state of mind i",2,"state of mind","i","state","state of","of","mind"
"8834","state of the union",2,"state of the","union","state","state of","of","the"
"8835","stay away from the",2,"stay away from","the","stay","stay away","away","from"
"8836","stay tuned for a",2,"stay tuned for","a","stay","stay tuned","tuned","for"
"8837","stay tuned for the",2,"stay tuned for","the","stay","stay tuned","tuned","for"
"8838","stay tuned to our",2,"stay tuned to","our","stay","stay tuned","tuned","to"
"8839","staying out of the",2,"staying out of","the","staying","staying out","out","of"
"8840","staying up this late",2,"staying up this","late","staying","staying up","up","this"
"8841","step at a time",2,"step at a","time","step","step at","at","a"
"8842","step out of your",2,"step out of","your","step","step out","out","of"
"8843","still can not find",2,"still can not","find","still","still can","can","not"
"8844","still do not get",2,"still do not","get","still","still do","do","not"
"8845","still do not know",2,"still do not","know","still","still do","do","not"
"8846","still every once in",2,"still every once","in","still","still every","every","once"
"8847","still have a lot",2,"still have a","lot","still","still have","have","a"
"8848","still havent recovered from",2,"still havent recovered","from","still","still havent","havent","recovered"
"8849","still love you and",2,"still love you","and","still","still love","love","you"
"8850","still need to do",2,"still need to","do","still","still need","need","to"
"8851","still on the fence",2,"still on the","fence","still","still on","on","the"
"8852","still on the subject",2,"still on the","subject","still","still on","on","the"
"8853","stood out to me",2,"stood out to","me","stood","stood out","out","to"
"8854","stop by for some",2,"stop by for","some","stop","stop by","by","for"
"8855","stop in and see",2,"stop in and","see","stop","stop in","in","and"
"8856","stop talking to me",2,"stop talking to","me","stop","stop talking","talking","to"
"8857","stop thinking about the",2,"stop thinking about","the","stop","stop thinking","thinking","about"
"8858","stop trying to turn",2,"stop trying to","turn","stop","stop trying","trying","to"
"8859","stroll in the park",2,"stroll in the","park","stroll","stroll in","in","the"
"8860","stuff out of the",2,"stuff out of","the","stuff","stuff out","out","of"
"8861","such a beautiful day",2,"such a beautiful","day","such","such a","a","beautiful"
"8862","such a big deal",2,"such a big","deal","such","such a","a","big"
"8863","such a big part",2,"such a big","part","such","such a","a","big"
"8864","such a good idea",2,"such a good","idea","such","such a","a","good"
"8865","such a good time",2,"such a good","time","such","such a","a","good"
"8866","such a great job",2,"such a great","job","such","such a","a","great"
"8867","such a thing as",2,"such a thing","as","such","such a","a","thing"
"8868","such as this i",2,"such as this","i","such","such as","as","this"
"8869","summer and i have",2,"summer and i","have","summer","summer and","and","i"
"8870","summon the destroyed monster",2,"summon the destroyed","monster","summon","summon the","the","destroyed"
"8871","support means a lot",2,"support means a","lot","support","support means","means","a"
"8872","supposed to be going",2,"supposed to be","going","supposed","supposed to","to","be"
"8873","supposed to be in",2,"supposed to be","in","supposed","supposed to","to","be"
"8874","sure i would be",2,"sure i would","be","sure","sure i","i","would"
"8875","sure if it is",2,"sure if it","is","sure","sure if","if","it"
"8876","sure that i have",2,"sure that i","have","sure","sure that","that","i"
"8877","sure what i was",2,"sure what i","was","sure","sure what","what","i"
"8878","sure you check out",2,"sure you check","out","sure","sure you","you","check"
"8879","sure you have a",2,"sure you have","a","sure","sure you","you","have"
"8880","sure you will enjoy",2,"sure you will","enjoy","sure","sure you","you","will"
"8881","t w e e",2,"t w e","e","t","t w","w","e"
"8882","tablespoon of olive oil",2,"tablespoon of olive","oil","tablespoon","tablespoon of","of","olive"
"8883","take a break from",2,"take a break","from","take","take a","a","break"
"8884","take a lot of",2,"take a lot","of","take","take a","a","lot"
"8885","take a minute to",2,"take a minute","to","take","take a","a","minute"
"8886","take a peek at",2,"take a peek","at","take","take a","a","peek"
"8887","take a picture of",2,"take a picture","of","take","take a","a","picture"
"8888","take care of it",2,"take care of","it","take","take care","care","of"
"8889","take care of my",2,"take care of","my","take","take care","care","of"
"8890","take care of your",2,"take care of","your","take","take care","care","of"
"8891","take him to the",2,"take him to","the","take","take him","him","to"
"8892","take his word for",2,"take his word","for","take","take his","his","word"
"8893","take on the world",2,"take on the","world","take","take on","on","the"
"8894","take pictures of it",2,"take pictures of","it","take","take pictures","pictures","of"
"8895","take that as a",2,"take that as","a","take","take that","that","as"
"8896","taken away by police",2,"taken away by","police","taken","taken away","away","by"
"8897","taking advantage of this",2,"taking advantage of","this","taking","taking advantage","advantage","of"
"8898","talk about having a",2,"talk about having","a","talk","talk about","about","having"
"8899","talk to them about",2,"talk to them","about","talk","talk to","to","them"
"8900","talking about how they",2,"talking about how","they","talking","talking about","about","how"
"8901","talking about i am",2,"talking about i","am","talking","talking about","about","i"
"8902","talking to each other",2,"talking to each","other","talking","talking to","to","each"
"8903","talks about it but",2,"talks about it","but","talks","talks about","about","it"
"8904","teach me how to",2,"teach me how","to","teach","teach me","me","how"
"8905","team in the country",2,"team in the","country","team","team in","in","the"
"8906","team in the nation",2,"team in the","nation","team","team in","in","the"
"8907","tell all your friends",2,"tell all your","friends","tell","tell all","all","your"
"8908","tell me i already",2,"tell me i","already","tell","tell me","me","i"
"8909","tell me what you",2,"tell me what","you","tell","tell me","me","what"
"8910","tell more people about",2,"tell more people","about","tell","tell more","more","people"
"8911","tell you how i",2,"tell you how","i","tell","tell you","you","how"
"8912","tell you how many",2,"tell you how","many","tell","tell you","you","how"
"8913","tell you that the",2,"tell you that","the","tell","tell you","you","that"
"8914","tell you why i",2,"tell you why","i","tell","tell you","you","why"
"8915","tell your friends to",2,"tell your friends","to","tell","tell your","your","friends"
"8916","tens of millions of",2,"tens of millions","of","tens","tens of","of","millions"
"8917","th and u on",2,"th and u","on","th","th and","and","u"
"8918","th president of the",2,"th president of","the","th","th president","president","of"
"8919","than a few hours",2,"than a few","hours","than","than a","a","few"
"8920","than i have ever",2,"than i have","ever","than","than i","i","have"
"8921","than i thought i",2,"than i thought","i","than","than i","i","thought"
"8922","than some of the",2,"than some of","the","than","than some","some","of"
"8923","than the last one",2,"than the last","one","than","than the","the","last"
"8924","than the other and",2,"than the other","and","than","than the","the","other"
"8925","than the previous two",2,"than the previous","two","than","than the","the","previous"
"8926","than you might think",2,"than you might","think","than","than you","you","might"
"8927","thank i did not",2,"thank i did","not","thank","thank i","i","did"
"8928","thank you all so",2,"thank you all","so","thank","thank you","you","all"
"8929","thank you for being",2,"thank you for","being","thank","thank you","you","for"
"8930","thank you for everything",2,"thank you for","everything","thank","thank you","you","for"
"8931","thank you for letting",2,"thank you for","letting","thank","thank you","you","for"
"8932","thank you for reading",2,"thank you for","reading","thank","thank you","you","for"
"8933","thank you for supporting",2,"thank you for","supporting","thank","thank you","you","for"
"8934","thank you i will",2,"thank you i","will","thank","thank you","you","i"
"8935","thank you if you",2,"thank you if","you","thank","thank you","you","if"
"8936","thank you lord for",2,"thank you lord","for","thank","thank you","you","lord"
"8937","thank you to everyone",2,"thank you to","everyone","thank","thank you","you","to"
"8938","thankful to have a",2,"thankful to have","a","thankful","thankful to","to","have"
"8939","thankfully no one was",2,"thankfully no one","was","thankfully","thankfully no","no","one"
"8940","thanks again for the",2,"thanks again for","the","thanks","thanks again","again","for"
"8941","thanks but no thanks",2,"thanks but no","thanks","thanks","thanks but","but","no"
"8942","thanks for all the",2,"thanks for all","the","thanks","thanks for","for","all"
"8943","thanks for coming out",2,"thanks for coming","out","thanks","thanks for","for","coming"
"8944","thanks for coming to",2,"thanks for coming","to","thanks","thanks for","for","coming"
"8945","thanks for following the",2,"thanks for following","the","thanks","thanks for","for","following"
"8946","thanks for having us",2,"thanks for having","us","thanks","thanks for","for","having"
"8947","thanks for helping me",2,"thanks for helping","me","thanks","thanks for","for","helping"
"8948","thanks for helping spread",2,"thanks for helping","spread","thanks","thanks for","for","helping"
"8949","thanks for joining us",2,"thanks for joining","us","thanks","thanks for","for","joining"
"8950","thanks for keeping us",2,"thanks for keeping","us","thanks","thanks for","for","keeping"
"8951","thanks for mentions and",2,"thanks for mentions","and","thanks","thanks for","for","mentions"
"8952","thanks for passing it",2,"thanks for passing","it","thanks","thanks for","for","passing"
"8953","thanks for sharing this",2,"thanks for sharing","this","thanks","thanks for","for","sharing"
"8954","thanks for spreading the",2,"thanks for spreading","the","thanks","thanks for","for","spreading"
"8955","thanks for the follows",2,"thanks for the","follows","thanks","thanks for","for","the"
"8956","thanks for the info",2,"thanks for the","info","thanks","thanks for","for","the"
"8957","thanks for the message",2,"thanks for the","message","thanks","thanks for","for","the"
"8958","thanks for the recommendation",2,"thanks for the","recommendation","thanks","thanks for","for","the"
"8959","thanks for the share",2,"thanks for the","share","thanks","thanks for","for","the"
"8960","thanks for the shout",2,"thanks for the","shout","thanks","thanks for","for","the"
"8961","thanks for tweeting about",2,"thanks for tweeting","about","thanks","thanks for","for","tweeting"
"8962","thanks for your help",2,"thanks for your","help","thanks","thanks for","for","your"
"8963","thanks for your support",2,"thanks for your","support","thanks","thanks for","for","your"
"8964","thanks to all my",2,"thanks to all","my","thanks","thanks to","to","all"
"8965","thanks to all of",2,"thanks to all","of","thanks","thanks to","to","all"
"8966","thanks to all our",2,"thanks to all","our","thanks","thanks to","to","all"
"8967","thanks to and for",2,"thanks to and","for","thanks","thanks to","to","and"
"8968","thanks to everyone for",2,"thanks to everyone","for","thanks","thanks to","to","everyone"
"8969","that a number of",2,"that a number","of","that","that a","a","number"
"8970","that all of us",2,"that all of","us","that","that all","all","of"
"8971","that are happening in",2,"that are happening","in","that","that are","are","happening"
"8972","that are in the",2,"that are in","the","that","that are","are","in"
"8973","that at this point",2,"that at this","point","that","that at","at","this"
"8974","that being said i",2,"that being said","i","that","that being","being","said"
"8975","that can be made",2,"that can be","made","that","that can","can","be"
"8976","that can help me",2,"that can help","me","that","that can","can","help"
"8977","that can not be",2,"that can not","be","that","that can","can","not"
"8978","that does not have",2,"that does not","have","that","that does","does","not"
"8979","that feeling when you",2,"that feeling when","you","that","that feeling","feeling","when"
"8980","that for a lot",2,"that for a","lot","that","that for","for","a"
"8981","that go along with",2,"that go along","with","that","that go","go","along"
"8982","that has been in",2,"that has been","in","that","that has","has","been"
"8983","that has not changed",2,"that has not","changed","that","that has","has","not"
"8984","that have to do",2,"that have to","do","that","that have","have","to"
"8985","that he doesnt want",2,"that he doesnt","want","that","that he","he","doesnt"
"8986","that he is the",2,"that he is","the","that","that he","he","is"
"8987","that he looked like",2,"that he looked","like","that","that he","he","looked"
"8988","that i always want",2,"that i always","want","that","that i","i","always"
"8989","that i am an",2,"that i am","an","that","that i","i","am"
"8990","that i am i",2,"that i am","i","that","that i","i","am"
"8991","that i am so",2,"that i am","so","that","that i","i","am"
"8992","that i could do",2,"that i could","do","that","that i","i","could"
"8993","that i could have",2,"that i could","have","that","that i","i","could"
"8994","that i could say",2,"that i could","say","that","that i","i","could"
"8995","that i decided to",2,"that i decided","to","that","that i","i","decided"
"8996","that i forgot to",2,"that i forgot","to","that","that i","i","forgot"
"8997","that i found myself",2,"that i found","myself","that","that i","i","found"
"8998","that i got a",2,"that i got","a","that","that i","i","got"
"8999","that i had a",2,"that i had","a","that","that i","i","had"
"9000","that i had ever",2,"that i had","ever","that","that i","i","had"
"9001","that i had not",2,"that i had","not","that","that i","i","had"
"9002","that i had the",2,"that i had","the","that","that i","i","had"
"9003","that i have accepted",2,"that i have","accepted","that","that i","i","have"
"9004","that i have always",2,"that i have","always","that","that i","i","have"
"9005","that i have got",2,"that i have","got","that","that i","i","have"
"9006","that i have never",2,"that i have","never","that","that i","i","have"
"9007","that i have not",2,"that i have","not","that","that i","i","have"
"9008","that i have seen",2,"that i have","seen","that","that i","i","have"
"9009","that i like to",2,"that i like","to","that","that i","i","like"
"9010","that i really like",2,"that i really","like","that","that i","i","really"
"9011","that i should have",2,"that i should","have","that","that i","i","should"
"9012","that i used to",2,"that i used","to","that","that i","i","used"
"9013","that i want a",2,"that i want","a","that","that i","i","want"
"9014","that i wanted a",2,"that i wanted","a","that","that i","i","wanted"
"9015","that i was a",2,"that i was","a","that","that i","i","was"
"9016","that i was born",2,"that i was","born","that","that i","i","was"
"9017","that i was doing",2,"that i was","doing","that","that i","i","was"
"9018","that i was even",2,"that i was","even","that","that i","i","was"
"9019","that i was going",2,"that i was","going","that","that i","i","was"
"9020","that i was in",2,"that i was","in","that","that i","i","was"
"9021","that i was not",2,"that i was","not","that","that i","i","was"
"9022","that i will get",2,"that i will","get","that","that i","i","will"
"9023","that i will never",2,"that i will","never","that","that i","i","will"
"9024","that i will not",2,"that i will","not","that","that i","i","will"
"9025","that i would not",2,"that i would","not","that","that i","i","would"
"9026","that if you dont",2,"that if you","dont","that","that if","if","you"
"9027","that in order to",2,"that in order","to","that","that in","in","order"
"9028","that in terms of",2,"that in terms","of","that","that in","in","terms"
"9029","that is a big",2,"that is a","big","that","that is","is","a"
"9030","that is a lot",2,"that is a","lot","that","that is","is","a"
"9031","that is a new",2,"that is a","new","that","that is","is","a"
"9032","that is a pretty",2,"that is a","pretty","that","that is","is","a"
"9033","that is a relief",2,"that is a","relief","that","that is","is","a"
"9034","that is a shame",2,"that is a","shame","that","that is","is","a"
"9035","that is an awesome",2,"that is an","awesome","that","that is","is","an"
"9036","that is awesome i",2,"that is awesome","i","that","that is","is","awesome"
"9037","that is capable of",2,"that is capable","of","that","that is","is","capable"
"9038","that is exactly the",2,"that is exactly","the","that","that is","is","exactly"
"9039","that is gonna be",2,"that is gonna","be","that","that is","is","gonna"
"9040","that is if anyone",2,"that is if","anyone","that","that is","is","if"
"9041","that is just what",2,"that is just","what","that","that is","is","just"
"9042","that is messed up",2,"that is messed","up","that","that is","is","messed"
"9043","that is more than",2,"that is more","than","that","that is","is","more"
"9044","that is not a",2,"that is not","a","that","that is","is","not"
"9045","that is not an",2,"that is not","an","that","that is","is","not"
"9046","that is not me",2,"that is not","me","that","that is","is","not"
"9047","that is not really",2,"that is not","really","that","that is","is","not"
"9048","that is not the",2,"that is not","the","that","that is","is","not"
"9049","that is not what",2,"that is not","what","that","that is","is","not"
"9050","that is of course",2,"that is of","course","that","that is","is","of"
"9051","that is right i",2,"that is right","i","that","that is","is","right"
"9052","that is right it",2,"that is right","it","that","that is","is","right"
"9053","that is so cool",2,"that is so","cool","that","that is","is","so"
"9054","that is something that",2,"that is something","that","that","that is","is","something"
"9055","that is such a",2,"that is such","a","that","that is","is","such"
"9056","that is the one",2,"that is the","one","that","that is","is","the"
"9057","that is the plan",2,"that is the","plan","that","that is","is","the"
"9058","that is too funny",2,"that is too","funny","that","that is","is","too"
"9059","that is true but",2,"that is true","but","that","that is","is","true"
"9060","that is what happens",2,"that is what","happens","that","that is","is","what"
"9061","that is what it",2,"that is what","it","that","that is","is","what"
"9062","that is what the",2,"that is what","the","that","that is","is","what"
"9063","that is what we",2,"that is what","we","that","that is","is","what"
"9064","that is what you",2,"that is what","you","that","that is","is","what"
"9065","that is when i",2,"that is when","i","that","that is","is","when"
"9066","that is where i",2,"that is where","i","that","that is","is","where"
"9067","that is where we",2,"that is where","we","that","that is","is","where"
"9068","that is why my",2,"that is why","my","that","that is","is","why"
"9069","that is why we",2,"that is why","we","that","that is","is","why"
"9070","that it is all",2,"that it is","all","that","that it","it","is"
"9071","that it is always",2,"that it is","always","that","that it","it","is"
"9072","that it is difficult",2,"that it is","difficult","that","that it","it","is"
"9073","that it is over",2,"that it is","over","that","that it","it","is"
"9074","that it is the",2,"that it is","the","that","that it","it","is"
"9075","that it is true",2,"that it is","true","that","that it","it","is"
"9076","that it is very",2,"that it is","very","that","that it","it","is"
"9077","that it was not",2,"that it was","not","that","that it","it","was"
"9078","that it was only",2,"that it was","only","that","that it","it","was"
"9079","that it was the",2,"that it was","the","that","that it","it","was"
"9080","that it would be",2,"that it would","be","that","that it","it","would"
"9081","that led him to",2,"that led him","to","that","that led","led","him"
"9082","that make me a",2,"that make me","a","that","that make","make","me"
"9083","that makes two of",2,"that makes two","of","that","that makes","makes","two"
"9084","that may be a",2,"that may be","a","that","that may","may","be"
"9085","that means a lot",2,"that means a","lot","that","that means","means","a"
"9086","that most of the",2,"that most of","the","that","that most","most","of"
"9087","that much of a",2,"that much of","a","that","that much","much","of"
"9088","that must be done",2,"that must be","done","that","that must","must","be"
"9089","that needs to happen",2,"that needs to","happen","that","that needs","needs","to"
"9090","that no matter how",2,"that no matter","how","that","that no","no","matter"
"9091","that no one else",2,"that no one","else","that","that no","no","one"
"9092","that one of the",2,"that one of","the","that","that one","one","of"
"9093","that people will get",2,"that people will","get","that","that people","people","will"
"9094","that remind me of",2,"that remind me","of","that","that remind","remind","me"
"9095","that she does not",2,"that she does","not","that","that she","she","does"
"9096","that she has a",2,"that she has","a","that","that she","she","has"
"9097","that she would have",2,"that she would","have","that","that she","she","would"
"9098","that some of the",2,"that some of","the","that","that some","some","of"
"9099","that some of them",2,"that some of","them","that","that some","some","of"
"9100","that some of these",2,"that some of","these","that","that some","some","of"
"9101","that someday he will",2,"that someday he","will","that","that someday","someday","he"
"9102","that the bbc would",2,"that the bbc","would","that","that the","the","bbc"
"9103","that the book was",2,"that the book","was","that","that the","the","book"
"9104","that the characters are",2,"that the characters","are","that","that the","the","characters"
"9105","that the first day",2,"that the first","day","that","that the","the","first"
"9106","that the old testament",2,"that the old","testament","that","that the","the","old"
"9107","that the only thing",2,"that the only","thing","that","that the","the","only"
"9108","that the people who",2,"that the people","who","that","that the","the","people"
"9109","that the top of",2,"that the top","of","that","that the","the","top"
"9110","that there are no",2,"that there are","no","that","that there","there","are"
"9111","that there are still",2,"that there are","still","that","that there","there","are"
"9112","that there are times",2,"that there are","times","that","that there","there","are"
"9113","that they are all",2,"that they are","all","that","that they","they","are"
"9114","that they are not",2,"that they are","not","that","that they","they","are"
"9115","that they are the",2,"that they are","the","that","that they","they","are"
"9116","that they can not",2,"that they can","not","that","that they","they","can"
"9117","that they do not",2,"that they do","not","that","that they","they","do"
"9118","that they had to",2,"that they had","to","that","that they","they","had"
"9119","that they wanted to",2,"that they wanted","to","that","that they","they","wanted"
"9120","that they were able",2,"that they were","able","that","that they","they","were"
"9121","that this is an",2,"that this is","an","that","that this","this","is"
"9122","that this is the",2,"that this is","the","that","that this","this","is"
"9123","that used to be",2,"that used to","be","that","that used","used","to"
"9124","that was a fun",2,"that was a","fun","that","that was","was","a"
"9125","that was a good",2,"that was a","good","that","that was","was","a"
"9126","that was a little",2,"that was a","little","that","that was","was","a"
"9127","that was a pretty",2,"that was a","pretty","that","that was","was","a"
"9128","that was not a",2,"that was not","a","that","that was","was","not"
"9129","that was when we",2,"that was when","we","that","that was","was","when"
"9130","that we all have",2,"that we all","have","that","that we","we","all"
"9131","that we are all",2,"that we are","all","that","that we","we","are"
"9132","that we are now",2,"that we are","now","that","that we","we","are"
"9133","that we could not",2,"that we could","not","that","that we","we","could"
"9134","that we have to",2,"that we have","to","that","that we","we","have"
"9135","that we see in",2,"that we see","in","that","that we","we","see"
"9136","that were used for",2,"that were used","for","that","that were","were","used"
"9137","that what i was",2,"that what i","was","that","that what","what","i"
"9138","that while i am",2,"that while i","am","that","that while","while","i"
"9139","that will help me",2,"that will help","me","that","that will","will","help"
"9140","that will not make",2,"that will not","make","that","that will","will","not"
"9141","that works for you",2,"that works for","you","that","that works","works","for"
"9142","that would be good",2,"that would be","good","that","that would","would","be"
"9143","that would be really",2,"that would be","really","that","that would","would","be"
"9144","that would be so",2,"that would be","so","that","that would","would","be"
"9145","that would of been",2,"that would of","been","that","that would","would","of"
"9146","that ye receive them",2,"that ye receive","them","that","that ye","ye","receive"
"9147","that you are on",2,"that you are","on","that","that you","you","are"
"9148","that you can be",2,"that you can","be","that","that you","you","can"
"9149","that you will find",2,"that you will","find","that","that you","you","will"
"9150","that you would have",2,"that you would","have","that","that you","you","would"
"9151","that your character is",2,"that your character","is","that","that your","your","character"
"9152","thats what she said",2,"thats what she","said","thats","thats what","what","she"
"9153","thats what we had",2,"thats what we","had","thats","thats what","what","we"
"9154","the ability to see",2,"the ability to","see","the","the ability","ability","to"
"9155","the abuse of the",2,"the abuse of","the","the","the abuse","abuse","of"
"9156","the addition of these",2,"the addition of","these","the","the addition","addition","of"
"9157","the adoption of this",2,"the adoption of","this","the","the adoption","adoption","of"
"9158","the age of the",2,"the age of","the","the","the age","age","of"
"9159","the ages of and",2,"the ages of","and","the","the ages","ages","of"
"9160","the aids epidemic in",2,"the aids epidemic","in","the","the aids","aids","epidemic"
"9161","the answer is not",2,"the answer is","not","the","the answer","answer","is"
"9162","the art of the",2,"the art of","the","the","the art","art","of"
"9163","the attention of a",2,"the attention of","a","the","the attention","attention","of"
"9164","the august issue of",2,"the august issue","of","the","the august","august","issue"
"9165","the author of the",2,"the author of","the","the","the author","author","of"
"9166","the baby in a",2,"the baby in","a","the","the baby","baby","in"
"9167","the baby out with",2,"the baby out","with","the","the baby","baby","out"
"9168","the back of a",2,"the back of","a","the","the back","back","of"
"9169","the beach in the",2,"the beach in","the","the","the beach","beach","in"
"9170","the behavior is the",2,"the behavior is","the","the","the behavior","behavior","is"
"9171","the benefit of the",2,"the benefit of","the","the","the benefit","benefit","of"
"9172","the benefits and the",2,"the benefits and","the","the","the benefits","benefits","and"
"9173","the best chance to",2,"the best chance","to","the","the best","best","chance"
"9174","the best day of",2,"the best day","of","the","the best","best","day"
"9175","the best for last",2,"the best for","last","the","the best","best","for"
"9176","the best for the",2,"the best for","the","the","the best","best","for"
"9177","the best of her",2,"the best of","her","the","the best","best","of"
"9178","the best of them",2,"the best of","them","the","the best","best","of"
"9179","the best out of",2,"the best out","of","the","the best","best","out"
"9180","the best part of",2,"the best part","of","the","the best","best","part"
"9181","the best thing in",2,"the best thing","in","the","the best","best","thing"
"9182","the best time to",2,"the best time","to","the","the best","best","time"
"9183","the biggest fan of",2,"the biggest fan","of","the","the biggest","biggest","fan"
"9184","the blink of an",2,"the blink of","an","the","the blink","blink","of"
"9185","the blog has been",2,"the blog has","been","the","the blog","blog","has"
"9186","the book of love",2,"the book of","love","the","the book","book","of"
"9187","the book of the",2,"the book of","the","the","the book","book","of"
"9188","the bottom of a",2,"the bottom of","a","the","the bottom","bottom","of"
"9189","the bottom of each",2,"the bottom of","each","the","the bottom","bottom","of"
"9190","the car was not",2,"the car was","not","the","the car","car","was"
"9191","the car with the",2,"the car with","the","the","the car","car","with"
"9192","the case of fiction",2,"the case of","fiction","the","the case","case","of"
"9193","the case of the",2,"the case of","the","the","the case","case","of"
"9194","the cast and crew",2,"the cast and","crew","the","the cast","cast","and"
"9195","the celebration of life",2,"the celebration of","life","the","the celebration","celebration","of"
"9196","the centre of the",2,"the centre of","the","the","the centre","centre","of"
"9197","the chance to be",2,"the chance to","be","the","the chance","chance","to"
"9198","the chance to win",2,"the chance to","win","the","the chance","chance","to"
"9199","the charges of sedition",2,"the charges of","sedition","the","the charges","charges","of"
"9200","the church and the",2,"the church and","the","the","the church","church","and"
"9201","the church of england",2,"the church of","england","the","the church","church","of"
"9202","the city for those",2,"the city for","those","the","the city","city","for"
"9203","the colors of the",2,"the colors of","the","the","the colors","colors","of"
"9204","the comings and goings",2,"the comings and","goings","the","the comings","comings","and"
